,Hotel,Address,Score,Latitude,Longitude,City
564,Forest Hill Paris la Villette,28 av Corentin Cariou 19th arr 75019 Paris France,7.6,48.8969854,2.3852745,"Paris, France"
565,The Tophams Hotel,28 Ebury Street Westminster Borough London SW1W 0LU United Kingdom,6.6,51.4957436,-0.1477528,"London, United Kingdom"
566,H10 London Waterloo,284 To 302 Waterloo Road Southwark London SE1 8RQ United Kingdom,8.5,51.498881700000005,-0.10628879999999999,"London, United Kingdom"
567,Innkeeper s Lodge London Greenwich,291 Greenwich High Road Greenwich Greenwich London SE10 8NA United Kingdom,8.2,51.4801631,-0.0097201,"London, United Kingdom"
568,Hotel Duminy Vendome,3 5 rue du Mont Thabor 1st arr 75001 Paris France,8.2,48.865472600000004,2.3292933999999996,"Paris, France"
569,Holiday Inn London Mayfair,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom,8.0,51.507746000000004,-0.1422993,"London, United Kingdom"
570,Relais Saint Jacques,3 Rue Abb De L Ep e 5th arr 75005 Paris France,8.7,48.8430523,2.3422519,"Paris, France"
571,Les Matins de Paris Spa,3 rue Clauzel 9th arr 75009 Paris France,8.6,48.878932,2.3394182,"Paris, France"
572,H tel Bourgogne Montana by MH,3 rue de Bourgogne 7th arr 75007 Paris France,8.9,48.860192700000006,2.318423,"Paris, France"
573,Hotel Le Squara,3 rue Lepic 18th arr 75018 Paris France,8.3,48.884165,2.3328261,"Paris, France"
574,Best Western Plus de Neuville Arc de Triomphe,3 Rue Verniquet 17th arr 75017 Paris France,8.0,48.8869128,2.3004034,"Paris, France"
575,Hyatt Regency London The Churchill,30 Portman Square Westminster Borough London W1H 7BH United Kingdom,8.7,51.5156471,-0.1572443,"London, United Kingdom"
576,BoB Hotel by Elegancia,30 rue Pernety 14th arr 75014 Paris France,9.0,48.833523299999996,2.3191194,"Paris, France"
577,Comfort Inn Suites Kings Cross St Pancras,31 33 Argyle Street Camden London WC1H 8EP United Kingdom,8.1,51.5289499,-0.1232979,"London, United Kingdom"
578,Grange Langham Court Hotel,31 35 Langham Street Westminster Borough London W1W 6BU United Kingdom,7.9,51.51890770000001,-0.1421957,"London, United Kingdom"
579,The Beaufort,33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,8.8,51.4978466,-0.164156,"London, United Kingdom"
580,Blakes Hotel,33 Roland Gardens Kensington and Chelsea London SW7 3PF United Kingdom,8.0,51.48924470000001,-0.18031960000000002,"London, United Kingdom"
581,Grange Clarendon Hotel,34 37 Bedford Place Bloomsbury Camden London WC1B 5JR United Kingdom,8.1,51.519793299999996,-0.1241844,"London, United Kingdom"
582,Novotel Paris 17,34 Avenue Porte d Asni res 17th arr 75017 Paris France,7.9,48.8920485,2.3023791,"Paris, France"
583,Rafayel Hotel Spa,34 Lombard Road Battersea London SW11 3RF United Kingdom,8.0,51.4703604,-0.1779869,"London, United Kingdom"
584,My Chelsea,35 Ixworth Place Kensington and Chelsea London SW3 3QX United Kingdom,8.2,51.4919083,-0.1684398,"London, United Kingdom"
585,H tel Champs lys es Plaza,35 Rue De Berri 8th arr 75008 Paris France,8.7,48.87370429999999,2.3061477000000004,"Paris, France"
586,Dukes Hotel,35 St James s Place Westminster Borough London SW1A 1NY United Kingdom,8.6,51.5055381,-0.1396885,"London, United Kingdom"
587,Great St Helen Hotel,36 Great st Helens City of London London EC3A 6AP United Kingdom,7.4,51.514958299999996,-0.08238689999999999,"London, United Kingdom"
588,Westside Arc de Triomphe Hotel,36 rue Pierre Demours 17th arr 75017 Paris France,8.1,48.8811741,2.2948337000000003,"Paris, France"
589,Etoile Saint Ferdinand,36 rue Saint Ferdinand 17th arr 75017 Paris France,8.3,48.8777895,2.2872498,"Paris, France"
590,United Lodge Hotel and Apartments,368 370 Green Lanes London N4 1DA United Kingdom,7.5,51.5743549,-0.0977567,"London, United Kingdom"
591,The Cleveland,39 40 Cleveland Square Westminster Borough London W2 6DA United Kingdom,8.2,51.513969200000005,-0.18282020000000002,"London, United Kingdom"
592,Dorset Square Hotel,39 40 Dorset Square Hotel Westminster Borough London NW1 6QN United Kingdom,9.0,51.52263610000001,-0.16028710000000002,"London, United Kingdom"
593,DoubleTree by Hilton Hotel London Marble Arch,4 Bryanston St Marble Arch Westminster Borough London W1H 7BY United Kingdom,8.1,51.514573,-0.15666,"London, United Kingdom"
594,Mercure Paris Opera Garnier,4 Rue de L Isly 8th arr 75008 Paris France,8.1,48.8749511,2.3259532000000003,"Paris, France"
595,Grand H tel Du Palais Royal,4 Rue De Valois 1st arr 75001 Paris France,9.2,48.863082899999995,2.3378592,"Paris, France"
596,Suites H tel Helzear Montparnasse,40 rue Liancourt 14th arr 75014 Paris France,8.1,48.8346811,2.3255098,"Paris, France"
597,H tel Crayon Rouge by Elegancia,42 rue Croix des Petits Champs 1st arr 75001 Paris France,9.0,48.864496700000004,2.3405415,"Paris, France"
598,Grange Tower Bridge Hotel,45 Prescot Street City of London London E1 8GP United Kingdom,8.7,51.511550899999996,-0.0714919,"London, United Kingdom"
599,Le Tsuba Hotel,45 Rue des Acacias 17th arr 75017 Paris France,9.3,48.877762100000005,2.293177,"Paris, France"
600,Canary Riverside Plaza Hotel,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom,8.9,51.506699100000006,-0.0280208,"London, United Kingdom"
601,The Whitechapel,49 53 New Road Tower Hamlets London E1 1HH United Kingdom,7.6,51.5161286,-0.06244580000000001,"London, United Kingdom"
602,St George Hotel,49 Gloucester Place Marble Arch Westminster Borough London W1U 8JE United Kingdom,7.4,51.518276799999995,-0.1583511,"London, United Kingdom"
603,Le G n ral H tel,5 7 rue Rampon 11th arr 75011 Paris France,9.1,48.8662695,2.3668616,"Paris, France"
604,Holiday Inn Paris Gare de l Est,5 rue du 8 Mai 1945 10th arr 75010 Paris France,7.9,48.8758981,2.3590504,"Paris, France"
605,Hotel du Collectionneur Arc de Triomphe,51 57 rue de Courcelles 8th arr 75008 Paris France,8.1,48.876920399999996,2.3069132000000003,"Paris, France"
606,Oceania Paris Porte De Versailles,52 Rue Oradour sur Glane 15th arr 75015 Paris France,8.2,48.8303023,2.2842872000000005,"Paris, France"
607,BEST WESTERN Maitrise Hotel Maida Vale,53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom,7.1,51.5366053,-0.19198320000000002,"London, United Kingdom"
608,Hilton London Angel Islington,53 Upper Street Islington London N1 0UY United Kingdom,8.6,51.5360906,-0.10481760000000001,"London, United Kingdom"
609,Fifty Four Boutique Hotel,54 Queens Gate Kensington and Chelsea London SW7 5JW United Kingdom,8.2,51.4963008,-0.1796853,"London, United Kingdom"
610,W12 Rooms,54 Uxbridge Road Shepherds Bush Hammersmith and Fulham London W12 8LP United Kingdom,8.7,51.5045326,-0.2191174,"London, United Kingdom"
611,Holiday Inn London Oxford Circus,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom,7.5,51.516843,-0.14955739999999998,"London, United Kingdom"
612,Dorsett Shepherds Bush,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom,8.6,51.5039399,-0.2244232,"London, United Kingdom"
613,Le Burgundy Paris,6 8 Rue Duphot 1st arr 75001 Paris France,9.1,48.8680055,2.3260075000000002,"Paris, France"
614,Mercure Paris Bercy Biblioth que,6 Boulevard Vincent Auriol 13th arr 75013 Paris France,8.4,48.837033399999996,2.372322,"Paris, France"
615,Hazlitt s,6 Frith Street Soho Westminster Borough London W1D 3JA United Kingdom,9.0,51.5143447,-0.1318157,"London, United Kingdom"
616,Amarante Beau Manoir,6 Rue de l Arcade 8th arr 75008 Paris France,7.2,48.870994,2.3235329,"Paris, France"
617,Rydges Kensington Hotel,61 Gloucester Road Kensington and Chelsea London SW7 4PE United Kingdom,8.1,51.4956883,-0.1827878,"London, United Kingdom"
618,Novotel Paris Centre Tour Eiffel,61 Quai De Grenelle 15th arr 75015 Paris France,7.6,48.8500283,2.2834126,"Paris, France"
619,Best Western Palm Hotel,64 76 Hendon Way London NW2 2NL United Kingdom,7.9,51.5634756,-0.20427579999999998,"London, United Kingdom"
620,Radisson Blu Edwardian Vanderbilt,68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,8.2,51.4953691,-0.18189660000000002,"London, United Kingdom"
621,Hotel Le Chat Noir,68 Boulevard De Clichy 18th arr 75018 Paris France,8.2,48.8836255,2.3340537999999995,"Paris, France"
622,Mercure Vaugirard Paris Porte De Versailles,69 Boulevard Victor 15th arr 75015 Paris France,8.5,48.8330649,2.2879617000000003,"Paris, France"
623,Hotel Mademoiselle,7 Rue des Petits H tels 10th arr 75010 Paris France,8.6,48.877249299999995,2.3543043,"Paris, France"
624,Paris Marriott Champs Elysees Hotel,70 avenue des Champs Elysees 8th arr 75008 Paris France,7.9,48.8711365,2.3050482000000003,"Paris, France"
625,Grange Wellington Hotel,71 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,8.8,51.494431899999995,-0.1363756,"London, United Kingdom"
626,Park Grand London Hyde Park,78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom,7.5,51.5157316,-0.1802179,"London, United Kingdom"
627,The Exhibitionist Hotel,8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,8.4,51.494775399999995,-0.177789,"London, United Kingdom"
628,Auteuil Tour Eiffel,8 10 Rue F licien David 16th arr 75016 Paris France,7.5,48.8506499,2.2750873,"Paris, France"
629,Ten Manchester Street Hotel,8 12 Manchester Street Westminster Borough London W1U 4DG United Kingdom,8.8,51.5188,-0.153839,"London, United Kingdom"
630,London Bridge Hotel,8 18 London Bridge St Southwark London SE1 9SG United Kingdom,8.7,51.505218799999994,-0.088166,"London, United Kingdom"
631,Derby Alma,8 Avenue Rapp 7th arr 75007 Paris France,8.9,48.8605031,2.3006606,"Paris, France"
632,The Laslett,8 Pembridge Garden Kensington and Chelsea London W2 4DU United Kingdom,8.9,51.50952589999999,-0.1967234,"London, United Kingdom"
633,Le M ridien Etoile,81 boulevard Gouvion Saint Cyr 17th arr 75017 Paris France,8.0,48.8794646,2.2849548,"Paris, France"
634,The Cavendish London,81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,8.8,51.507745899999996,-0.1378733,"London, United Kingdom"
635,La Clef Tour Eiffel,83 avenue Kl ber 16th arr 75016 Paris France,9.0,48.8647019,2.2886425,"Paris, France"
636,Hotel OFF Paris Seine,86 Quai D Austerlitz 13th arr 75013 Paris France,8.4,48.8427364,2.3672171000000004,"Paris, France"
637,Adria Boutique Hotel,88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,8.8,51.493337200000006,-0.1788931,"London, United Kingdom"
638,Sydney House Chelsea,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,8.7,51.4910062,-0.1717691,"London, United Kingdom"
639,Le Pigalle Hotel,9 rue frochot 9th arr 75009 Paris France,9.0,48.8816073,2.3371647999999996,"Paris, France"
640,Sir Albert Hotel,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,8.8,52.3544507,4.8875036,"Amsterdam, Netherlands"
641,Hampshire Hotel Rembrandt Square Amsterdam,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,7.8,52.3663466,4.8985764000000005,"Amsterdam, Netherlands"
642,Cram,Aribau 54 Eixample 08011 Barcelona Spain,8.5,41.3880549,2.1599602000000004,Barcelona. Spain
643,The Levante Parliament A Design Hotel,Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,8.4,48.208351799999996,16.354532,"Vienna, Austria"
644,H10 Marina Barcelona,Avenida Bogatell 64 68 Sant Mart 08005 Barcelona Spain,8.2,41.393227,2.1927427,Barcelona. Spain
645,NH Hesperia Barcelona Presidente,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,8.6,41.3941338,2.1489569,Barcelona. Spain
646,Fairmont Rey Juan Carlos I,Avenida Diagonal 661 671 Les Corts 08028 Barcelona Spain,8.3,41.3835246,2.1096141,Barcelona. Spain
647,Sercotel Amister Art Hotel Barcelona,Avenida Roma 93 95 Eixample 08029 Barcelona Spain,8.5,41.384407200000005,2.1514584,Barcelona. Spain
648,Hotel Barcelona Universal,Avinguda Paral lel 76 78 Ciutat Vella 08001 Barcelona Spain,8.8,41.375237,2.1684058,Barcelona. Spain
649,Megaro Hotel,Belgrove Street Camden London WC1H 8AB United Kingdom,8.8,51.5294411,-0.12337449999999998,"London, United Kingdom"
650,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,Beltran i R zpide 7 9 Les Corts 08034 Barcelona Spain,8.6,41.389347799999996,2.1209755,Barcelona. Spain
651,Mercer House B ria BCN,Boria 24 26 Ciutat Vella 08003 Barcelona Spain,8.6,41.3846844,2.1791065,Barcelona. Spain
652,Crowne Plaza London Battersea,Bridges Court Road Battersea London SW11 3BE United Kingdom,8.8,51.4689559,-0.1787256,"London, United Kingdom"
653,Amba Hotel Marble Arch,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,8.5,51.51440039999999,-0.1565506,"London, United Kingdom"
654,Taj 51 Buckingham Gate Suites and Residences,Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,9.5,51.498861,-0.13748970000000002,"London, United Kingdom"
655,Hotel Sans Souci Wien,Burggasse 2 07 Neubau 1070 Vienna Austria,9.4,48.204576,16.3563661,"Vienna, Austria"
656,Hotel Villa Emilia,Calabria 115 117 Eixample 08015 Barcelona Spain,9.1,41.380246899999996,2.1541148999999997,Barcelona. Spain
657,Hotel Best Western PLUS Alfa Aeropuerto,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,7.8,41.328375799999996,2.1129637999999997,Barcelona. Spain
658,Arenas Atiram Hotels,Capitan Arenas 20 Les Corts 08034 Barcelona Spain,7.5,41.3904305,2.1262314,Barcelona. Spain
659,Ayre Hotel Caspe,Caspe 103 Eixample 08013 Barcelona Spain,8.5,41.3961021,2.1794688,Barcelona. Spain
660,Chasse Hotel,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,8.9,52.3696719,4.8614475,"Amsterdam, Netherlands"
661,Zenit Borrell,Comte Borrell 208 Eixample 08029 Barcelona Spain,8.0,41.3859873,2.1514021,Barcelona. Spain
662,Grange City Hotel,Coopers Row City of London London EC3N 2BQ United Kingdom,8.7,51.5110114,-0.07712510000000002,"London, United Kingdom"
663,Worldhotel Cristoforo Colombo,Corso Buenos Aires 3 Milan City Center 20124 Milan Italy,8.6,45.4758842,9.205791,Another City
664,IH Hotels Milano Puccini,Corso Buenos Aires 33 Central Station 20124 Milan Italy,7.6,45.479440600000004,9.209675599999999,Another City
665,Ch teau Monfort Relais Ch teaux,Corso Concordia 1 Milan City Center 20129 Milan Italy,9.0,45.468235799999995,9.2073799,Another City
666,Hotel Galileo,Corso Europa 9 Milan City Center 20122 Milan Italy,7.9,45.4642651,9.1960569,Another City
667,Qualys Hotel Nasco,Corso Sempione 69 Fiera Milano City 20149 Milan Italy,8.2,45.4848809,9.1596461,Another City
668,Swiss tel Amsterdam,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,8.5,52.3735266,4.8933041,"Amsterdam, Netherlands"
669,Best Western Premier Hotel Couture,Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,8.7,52.351113700000006,4.8411629000000005,"Amsterdam, Netherlands"
670,NH Amsterdam Noord,Distelkade 21 Amsterdam Noord 1031 XP Amsterdam Netherlands,8.2,52.3923684,4.9110442,"Amsterdam, Netherlands"
671,Best Western PLUS Epping Forest,Epping Forest 30 Oak Hill London IG8 9NY United Kingdom,7.5,51.603207,0.010607,"London, United Kingdom"
672,Millennium Copthorne Hotels at Chelsea Football Club,Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS United Kingdom,8.2,51.481663,-0.1909565,"London, United Kingdom"
673,Avenida Palace,Gran Via 605 Eixample 08007 Barcelona Spain,8.4,41.3891168,2.1671986,Barcelona. Spain
674,Grupotel Gran Via 678,Gran Via de les Corts Catalanes 678 Eixample 08010 Barcelona Spain,8.4,41.392344,2.1729157000000003,Barcelona. Spain
675,Hotel Vienna,Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria,8.1,48.2196722,16.386358800000004,"Vienna, Austria"
676,London Marriott Hotel Grosvenor Square,Grosvenor Square Westminster Borough London W1K 6JP United Kingdom,7.9,51.511579,-0.1500193,"London, United Kingdom"
677,Rainers Hotel Vienna,Gudrunstra e 184 10 Favoriten 1100 Vienna Austria,8.2,48.1791893,16.3625367,"Vienna, Austria"
678,Pol Grace Hotel,Guillem Tell 49 Sarri St Gervasi 08006 Barcelona Spain,8.8,41.4017465,2.1477365,Barcelona. Spain
679,Austria Trend Hotel Bosei Wien,Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria,8.3,48.1629737,16.340402400000002,"Vienna, Austria"
680,Hilton Vienna Danube Waterfront,Handelskai 269 02 Leopoldstadt 1020 Vienna Austria,8.4,48.2140659,16.4217627,"Vienna, Austria"
681,Hotel 55,Hanger Lane Ealing London W5 3HL United Kingdom,8.5,51.521330299999995,-0.2915052,"London, United Kingdom"
682,The Harmonie Vienna,Harmoniegasse 5 7 09 Alsergrund 1090 Vienna Austria,9.2,48.219942700000004,16.3598984,"Vienna, Austria"
683,The Hoxton Amsterdam,Herengracht 255 Amsterdam City Center 1016 BJ Amsterdam Netherlands,9.3,52.371866499999996,4.8873794,"Amsterdam, Netherlands"
684,Radisson Blu Style Hotel Vienna,Herrengasse 12 01 Innere Stadt 1010 Vienna Austria,8.4,48.2101211,16.3655537,"Vienna, Austria"
685,Hilton Garden Inn Vienna South,Hertha Firnberg Stra e 5 10 Favoriten 1100 Vienna Austria,8.1,48.1667886,16.344908,"Vienna, Austria"
686,The Lanesborough,Hyde Park Corner Westminster Borough London SW1X 7TA United Kingdom,9.4,51.503029999999995,-0.15242,"London, United Kingdom"
687,Bilderberg Hotel Jan Luyken,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,8.3,52.3599196,4.8810128,"Amsterdam, Netherlands"
688,Aparthotel Atenea Barcelona,Joan G ell 207 211 Les Corts 08028 Barcelona Spain,8.0,41.386268900000005,2.1291786,Barcelona. Spain
689,Grand Hotel Wien,K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,9.0,48.202110499999996,16.3720841,"Vienna, Austria"
690,Renaissance Amsterdam Hotel,Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,8.0,52.377955,4.894641,"Amsterdam, Netherlands"
691,Great Northern Hotel A Tribute Portfolio Hotel London,King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom,8.9,51.531427,-0.126133,"London, United Kingdom"
692,London Elizabeth Hotel,Lancaster Terrace Hyde Park Westminster Borough London W2 3PF United Kingdom,7.0,51.5120219,-0.1762414,"London, United Kingdom"
693,Eurostars Embassy,Landstra er Hauptstra e 120 03 Landstra e 1030 Vienna Austria,8.4,48.1964001,16.3958668,"Vienna, Austria"
694,Royal Ramblas,Las Ramblas 117 Ciutat Vella 08002 Barcelona Spain,8.4,41.3842838,2.1707092,Barcelona. Spain
695,London Marriott Hotel County Hall,London County Hall Westminster Bridge Road Lambeth London SE1 7PB United Kingdom,8.5,51.5016102,-0.11915450000000001,"London, United Kingdom"
696,Hotel Derby,Loreto 21 25 Les Corts 08029 Barcelona Spain,8.0,41.3897735,2.1419762,Barcelona. Spain
697,Jumeirah Lowndes Hotel,Lowndes Street Kensington and Chelsea London SW1X 9ES United Kingdom,8.6,51.4993652,-0.15766129999999998,"London, United Kingdom"
698,Catalonia Magdalenes,Magdalenes 13 15 Ciutat Vella 08002 Barcelona Spain,9.4,41.3861283,2.1745291,Barcelona. Spain
699,Expo Hotel Barcelona,Mallorca 1 23 Sants Montju c 08014 Barcelona Spain,7.6,41.379205299999995,2.1427989,Barcelona. Spain
700,The Corner Hotel,Mallorca 178 Eixample 08036 Barcelona Spain,9.3,41.389057799999996,2.1565947999999997,Barcelona. Spain
701,Hotel Balmes,Mallorca 216 Eixample 08008 Barcelona Spain,8.5,41.391062100000006,2.1593373,Barcelona. Spain
702,Falkensteiner Hotel Wien Margareten,Margareteng rtel 142 05 Margareten 1050 Vienna Austria,8.9,48.1868107,16.3440157,"Vienna, Austria"
703,Hotel Corvinus,Mariahilfer Stra e 57 59 06 Mariahilf 1060 Vienna Austria,8.5,48.1990335,16.352505100000002,"Vienna, Austria"
704,Hotel Arts Barcelona,Marina 19 21 08005 Barcelona Spain,8.8,41.3865424,2.1969665000000003,Barcelona. Spain
705,Leonardo Hotel Vienna,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria,8.1,48.194529700000004,16.340327,"Vienna, Austria"
706,JUFA Hotel Wien,Mautner Markhof Gasse 50 11 Simmering 1110 Vienna Austria,8.5,48.1756283,16.4200957,"Vienna, Austria"
707,INK Hotel Amsterdam MGallery by Sofitel,Nieuwezijds Voorburgwal 67 Amsterdam City Center 1012 RE Amsterdam Netherlands,8.9,52.3754926,4.892987799999999,"Amsterdam, Netherlands"
708,Mercure Hotel Amsterdam Centre Canal District,Noorderstraat 46 Amsterdam City Center 1017 TV Amsterdam Netherlands,8.2,52.3611852,4.893634099999999,"Amsterdam, Netherlands"
709,Ham Yard Hotel,One Ham Yard Westminster Borough London W1D 7DT United Kingdom,9.5,51.511174,-0.1349904,"London, United Kingdom"
710,Luxury Suites Amsterdam,Oudeschans 75 Amsterdam City Center 1011 KW Amsterdam Netherlands,9.3,52.370261299999996,4.9032489,"Amsterdam, Netherlands"
711,Sir Adam Hotel,Overhoeksplein 7 Amsterdam Noord 1031 KS Amsterdam Netherlands,9.0,52.38403579999999,4.9028572,"Amsterdam, Netherlands"
712,Sall s Hotel Pere IV,Pallars 128 130 Sant Mart 08018 Barcelona Spain,7.9,41.3969273,2.1922669999999997,Barcelona. Spain
713,Hampton by Hilton Amsterdam Centre East,Panama Laan 188 196 Zeeburg 1019 AZ Amsterdam Netherlands,8.4,52.3714428,4.9346331,"Amsterdam, Netherlands"
714,Grosvenor House A JW Marriott Hotel,Park Lane Westminster Borough London W1K 7TN United Kingdom,7.9,51.508201899999996,-0.1545589,"London, United Kingdom"
715,Hotel Am Parkring,Parkring 12 01 Innere Stadt 1010 Vienna Austria,9.0,48.205633299999995,16.377861499999998,"Vienna, Austria"
716,Condes de Barcelona,Paseo de Gracia 73 Eixample 08008 Barcelona Spain,8.7,41.3935497,2.1627098,Barcelona. Spain
717,Monument Hotel,Paseo de Gracia 75 Eixample 08008 Barcelona Spain,9.3,41.393908200000006,2.1622556,Barcelona. Spain
718,Occidental Atenea Mar Adults Only,Paseo Garc a Faria 37 47 Sant Mart 08019 Barcelona Spain,8.2,41.402362100000005,2.2119049,Barcelona. Spain
719,H10 Casa Mimosa 4 Sup,Pau Claris 179 Eixample 08037 Barcelona Spain,9.6,41.3962106,2.1621171,Barcelona. Spain
720,Glam Milano,Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,8.8,45.483850399999994,9.2034067,Another City
721,Rosa Grand Milano Starhotels Collezione,Piazza Fontana 3 Milan City Center 20122 Milan Italy,8.6,45.4638223,9.1940273,Another City
722,Hotel Mozart,Piazza Gerusalemme 6 Sempione 20154 Milan Italy,8.0,45.483413299999995,9.1666361,Another City
723,Best Western Plus Hotel Galles,Piazza Lima 2 Central Station 20124 Milan Italy,8.5,45.4805847,9.2117326,Another City
724,Hotel Michelangelo,Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy,8.4,45.4845143,9.205753199999998,Another City
725,Hotel Mercure Milano Centro,Piazza Oberdan 12 Milan City Center 20129 Milan Italy,8.4,45.4747809,9.2059385,Another City
726,Silken Ramblas,Pintor Fortuny 13 Ciutat Vella 08001 Barcelona Spain,7.9,41.383011700000004,2.1700699,Barcelona. Spain
727,H10 Urquinaona Plaza,Pla a Urquinaona 2 Eixample 08010 Barcelona Spain,9.1,41.389212799999996,2.1726015,Barcelona. Spain
728,The Langham London,Portland Place Westminster Borough London W1B 1JA United Kingdom,9.3,51.517876,-0.14406470000000002,"London, United Kingdom"
729,NH Collection Barcelona Gran Hotel Calder n,Rambla Catalunya 26 Eixample 08007 Barcelona Spain,8.8,41.3894654,2.1662651000000004,Barcelona. Spain
730,H10 Metropolitan 4 Sup,Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain,9.2,41.3875467,2.1673975,Barcelona. Spain
731,Barcel Raval,Rambla del Raval 17 21 Ciutat Vella 08001 Barcelona Spain,8.4,41.379012599999996,2.1696339,Barcelona. Spain
732,Ilunion Barcelona,Ramon Turr 196 198 Sant Mart 08005 Barcelona Spain,7.9,41.398932200000004,2.2024182999999997,Barcelona. Spain
733,Catalonia Born,Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain,8.8,41.389691600000006,2.1798661,Barcelona. Spain
734,Royal Amsterdam Hotel,Rembrandtplein 44 Amsterdam City Center 1017 CV Amsterdam Netherlands,7.4,52.3657281,4.8972883000000005,"Amsterdam, Netherlands"
735,Austria Trend Hotel Doppio Wien,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria,8.7,48.185431200000004,16.404884,"Vienna, Austria"
736,Appartement Hotel an der Riemergasse,Riemergasse 8 01 Innere Stadt 1010 Vienna Austria,9.2,48.2071576,16.3765913,"Vienna, Austria"
737,The Wittmore Adults Only,Riudarenes 7 Ciutat Vella 08002 Barcelona Spain,9.4,41.380939,2.1796095,Barcelona. Spain
738,Catalonia Eixample 1864,Roger de Ll ria 60 Eixample 08009 Barcelona Spain,8.3,41.393599,2.1684151000000003,Barcelona. Spain
739,Negresco Princess 4 Sup,Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,8.9,41.390516600000005,2.1725642999999994,Barcelona. Spain
740,Vincci Gala,Ronda Sant Pere 32 Eixample 08010 Barcelona Spain,8.9,41.3895263,2.1747136,Barcelona. Spain
741,Ayre Hotel Rosell n,Rossell 390 Eixample 08025 Barcelona Spain,8.7,41.404738200000004,2.1727127,Barcelona. Spain
742,Evenia Rossello,Rossello 191 Eixample 08036 Barcelona Spain,8.2,41.392025399999994,2.1554675,Barcelona. Spain
743,Hotel Lam e,Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,8.7,48.2102677,16.3741269,"Vienna, Austria"
744,K K Palais Hotel,Rudolfsplatz 11 01 Innere Stadt 1010 Vienna Austria,8.6,48.213809600000005,16.3714293,"Vienna, Austria"
745,Catalonia Rigoletto,Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,8.6,41.385816999999996,2.1256789,Barcelona. Spain
746,Capri by Fraser Barcelona,Sancho de vila 32 34 Sant Mart 08018 Barcelona Spain,8.8,41.39762329999999,2.188975,Barcelona. Spain
747,Hyatt Regency Amsterdam,Sarphatistraat 104 Amsterdam City Center 1018 GV Amsterdam Netherlands,8.8,52.361775099999996,4.9118187,"Amsterdam, Netherlands"
748,Falkensteiner Hotel Wien Zentrum Schottenfeld,Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,8.3,48.2048494,16.343618,"Vienna, Austria"
749,Hilton Vienna Plaza,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,8.6,48.215523600000004,16.3646858,"Vienna, Austria"
750,Sloane Square Hotel,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,8.2,51.4927325,-0.15737079999999998,"London, United Kingdom"
751,Austria Trend Hotel Ananas Wien,Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,8.2,48.191540100000005,16.3546263,"Vienna, Austria"
