,Hotel,Address,Score,Latitude,Longitude
789,Hotel Auriga,Via G B Pirelli 7 Central Station 20124 Milan Italy,8.2,45.4858877,9.2042827
790,Idea Hotel Milano San Siro,Via Gaetano Airaghi 125 20153 Milan Italy,6.9,45.4720654,9.0777871
792,LaGare Hotel Milano Centrale MGallery by Sofitel,Via Gian Battista Pirelli 20 Central Station 20124 Milan Italy,8.7,45.484237,9.198858
793,Hotel Sanpi Milano,Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,8.5,45.4777623,9.203169
794,Hilton Garden Inn Milan North,Via Lucio Giunio Columella 36 Distretto Viale Monza 20128 Milan Italy,8.3,45.5161671,9.2272778
796,DoubleTree By Hilton Milan,Via Ludovico Di Breme 77 Certosa 20156 Milan Italy,8.1,45.5005657,9.1383663
797,Hilton Milan,Via Luigi Galvani 12 Central Station 20124 Milan Italy,8.2,45.4862032,9.200322
799,Grand Hotel et de Milan,Via Manzoni 29 Milan City Center 20121 Milan Italy,9.1,45.4699058,9.1925024
800,Hotel Mediolanum,Via Mauro Macchi 1 Central Station 20124 Milan Italy,8.4,45.4813423,9.2039494
801,Crowne Plaza Milan City,Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,8.5,45.4896727,9.2006406
802,Hotel Berna,Via Napo Torriani 18 Central Station 20124 Milan Italy,9.2,45.4826692,9.2034371
803,Best Western Atlantic Hotel,Via Napo Torriani 24 Central Station 20124 Milan Italy,8.5,45.4830211,9.2033246
804,Starhotels Business Palace,Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy,8.1,45.43784,9.230901
805,Uptown Palace,Via Santa Sofia 10 Milan City Center 20122 Milan Italy,8.5,45.4574655,9.1919138
806,Hotel Da Vinci,Via Senigallia 6 20161 Milan Italy,8.1,45.5331372,9.1711019
807,Hotel Spadari Al Duomo,Via Spadari 11 Milan City Center 20123 Milan Italy,9.3,45.463579,9.1869092
808,Starhotels Ritz,Via Spallanzani 40 Central Station 20129 Milan Italy,8.1,45.4779041,9.2094965
809,Ramada Plaza Milano,Via Stamira D Ancona 27 Distretto Viale Monza 20127 Milan Italy,8.4,45.501946,9.2277569
810,NH Milano Touring,Via Tarchetti 2 Milan City Center 20121 Milan Italy,8.4,45.4769167,9.196665
812,Bianca Maria Palace Hotel,Viale Bianca Maria 4 Milan City Center 20129 Milan Italy,9,45.4635445,9.2068649
813,Hotel Raffaello,Viale Certosa 108 Certosa 20156 Milan Italy,8.1,45.494861,9.141551
814,Grand Visconti Palace,Viale Isonzo 14 Porta Romana 20135 Milan Italy,8.6,45.4471408,9.2070051
815,NH Milano Palazzo Moscova,Viale Monte Grappa 12 Garibaldi Station 20124 Milan Italy,8.2,45.480968,9.189977
816,Hotel degli Arcimboldi,Viale Sarca 336 Bicocca Zara 20125 Milan Italy,8.3,45.5257221,9.2150033
817,NH Carlton Amsterdam,Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,7,52.3663727,4.8930505
818,Vilana Hotel,Vilana 7 Sarri St Gervasi 08017 Barcelona Spain,8.2,41.4047934,2.1288527
819,Acevi Villarroel,Villarroel 106 Eixample 08011 Barcelona Spain,7.8,41.3853781,2.1567228
821,Hotel Arkadenhof,Viriotgasse 5 09 Alsergrund 1090 Vienna Austria,8.5,48.2307014,16.3552189
822,Austria Trend Hotel Anatol Wien,Webgasse 26 06 Mariahilf 1060 Vienna Austria,8.8,48.1945774,16.346356
823,Boutique Hotel Notting Hill,Westeinde 26 Amsterdam City Center 1017 ZP Amsterdam Netherlands,8.4,52.3583821,4.8988777
824,Crowne Plaza London Ealing,Western Avenue Ealing London W5 1HG United Kingdom,8.5,51.5403942,-0.3697581
825,Good Hotel London,Western Gateway Newham London E16 1FA United Kingdom,8.1,51.5084195,0.0253216
831,Park Plaza Westminster Bridge London,Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,8.7,51.5009609,-0.1165913
840,Thistle Trafalgar Square The Royal Trafalgar,Whitcomb Street Trafalgar Square Westminster Borough London WC2H 7HG United Kingdom,8.4,51.509133,-0.130189
842,The Student Hotel Amsterdam City,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands,8.7,52.3546649,4.9131641
849,Hotel Prinz Eugen,Wiedner G rtel 14 04 Wieden 1040 Vienna Austria,8.3,48.1877258,16.3781454
850,Holiday Inn London Kensington,Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom,7.8,51.499981,-0.1928791
893,One Aldwych,1 Aldwych Westminster Borough London WC2B 4BZ United Kingdom,9.2,51.5117832,-0.1194172
894,Hotel Trianon Rive Gauche,1 Bis Rue De Vaugirard 6th arr 75006 Paris France,8.2,48.8487675,2.3410376
914,Milestone Hotel Kensington,1 Kensington Court Kensington and Chelsea London W8 5DL United Kingdom,9.5,51.5020425,-0.1866541
931,Hotel Panache,1 rue Geoffroy Marie 9th arr 75009 Paris France,8.6,48.8732543,2.343239
940,Haymarket Hotel,1 Suffolk Place Westminster Borough London SW1Y 4HX United Kingdom,9.6,51.5084595,-0.1311382
968,The London EDITION,10 Berners Street Westminster Borough London W1T 3NP United Kingdom,9.1,51.5167472,-0.135965
970,The Cranley Hotel,10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom,7.8,51.4916378,-0.1832833
973,The Nadler Soho,10 Carlisle Street Westminster Borough London W1D 3BR United Kingdom,9,51.5147387,-0.1341108
999,Crowne Plaza Paris R publique,10 Place De La R publique 11th arr 75011 Paris France,8,48.8673199,2.3656296
1001,Les Plumes Hotel,10 rue Lamartine 9th arr 75009 Paris France,8.8,48.8766269,2.3432886
1004,The Victoria,10 West Temple Sheen London SW14 7RT United Kingdom,8.3,51.4611219,-0.2756216
1014,Crowne Plaza London Kensington,100 Cromwell Road Kensington and Chelsea London SW7 4ER United Kingdom,8.7,51.495179,-0.183827
1038,The Park Tower Knightsbridge a Luxury Collection Hotel,101 Knightsbridge Westminster Borough London SW1X 7RN United Kingdom,8.2,51.5014191,-0.1625805
1039,Amp re,102 Avenue de Villiers 17th arr 75017 Paris France,8.8,48.8848583,2.2997023
1042,Park Plaza Sherlock Holmes London,108 Baker Street Westminster Borough London W1U 6LJ United Kingdom,8.2,51.5209191,-0.1566567
1043,The Kensington Hotel,109 113 Queen s Gate Kensington and Chelsea London SW7 5LR United Kingdom,8.7,51.4925478,-0.1780611
1048,My Bloomsbury,11 13 Bayley Street Bedford Square Camden London WC1B 3HD United Kingdom,8.1,51.5188555,-0.1319172
1059,Holiday Inn Paris Gare de Lyon Bastille,11 15 Rue De Lyon 12th arr 75012 Paris France,8.3,48.8468064,2.3714789
1061,The Wellesley Knightsbridge a Luxury Collection Hotel London,11 Knightsbridge Westminster Borough London SW1X 7LY United Kingdom,9,51.502485,-0.1539265
1062,Le Marcel,11 rue du 8 Mai 1945 10th arr 75010 Paris France,8.5,48.8761376,2.3572681
1063,H tel Le Marianne,11 rue Paul Baudry 8th arr 75008 Paris France,8.7,48.8725794,2.3075779
1064,The Rembrandt,11 Thurloe Place Knightsbridge Kensington and Chelsea London SW7 2RS United Kingdom,8.5,51.4959227,-0.1702917
1066,H tel de la Bourdonnais,111 avenue de la Bourdonnais 7th arr 75007 Paris France,8.8,48.8550466,2.304583
1067,Ashburn Hotel,111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom,8.6,51.4945522,-0.1861213
1084,Novotel London Waterloo,113 Lambeth Rd Lambeth London SE1 7LS United Kingdom,8.2,51.4948465,-0.1187481
1087,The Athenaeum,116 Piccadilly Westminster Borough London W1J 7BJ United Kingdom,8.1,51.504716,-0.1475618
1088,Park International Hotel,117 129 Cromwell Road Kensington and Chelsea London SW7 4DS United Kingdom,7.8,51.4945144,-0.1866172
1090,Lansbury Heritage Hotel,117 Poplar High Street Tower Hamlets London E14 0AE United Kingdom,9.4,51.5090985,-0.0157302
1093,Waldorf Madeleine,12 boulevard Malesherbes 8th arr 75008 Paris France,8.4,48.8715828,2.3224853
1110,Ambassadors Bloomsbury,12 Upper Woburn Place Camden London WC1H 0HX United Kingdom,7.9,51.5266618,-0.1296571
1120,Le 123 S bastopol Astotel,123 boulevard S bastopol 2nd arr 75002 Paris France,9.3,48.8675886,2.3531018
1121,Le 123 Elysees Astotel,123 Rue Du Faubourg Saint Honor 8th arr 75008 Paris France,9.2,48.8730823,2.309659
1123,London Marriott Hotel Regents Park,128 King Henry s Road Camden London NW3 3ST United Kingdom,8.3,51.5421476,-0.1703073
1165,La Villa Haussmann,132 Boulevard Haussmann 8th arr 75008 Paris France,9.2,48.8753446,2.3167161
1166,London Marriott Hotel Marble Arch,134 George Street Westminster Borough London W1H 5DN United Kingdom,8.2,51.5163841,-0.1635764
1169,Saint Georges Hotel,14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom,7.5,51.517839,-0.1424476
1178,Park Grand London Lancaster Gate,14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom,8.8,51.5132069,-0.1807816
1182,Hotel Op ra Richepanse,14 Rue du Chevalier de Saint George 1st arr 75001 Paris France,9.2,48.8686931,2.325211
1183,The Bailey s Hotel London,140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom,8.7,51.4938733,-0.1824963
1188,London Marriott Hotel Park Lane,140 Park Lane Westminster Borough London W1K 7AA United Kingdom,8.8,51.5131428,-0.1576714
1191,Hotel Indigo London Tower Hill,142 Minories City of London London EC3N 1LS United Kingdom,9.2,51.5128032,-0.07586
1193,Mercure London Paddington Hotel,144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom,7.6,51.5161139,-0.1749521
1200,London Marriott Hotel Kensington,147 Cromwell Road Kensington and Chelsea London SW5 0TH United Kingdom,8,51.4944849,-0.1884174
1208,Charlotte Street Hotel,15 17 Charlotte Street Hotel Westminster Borough London W1T 1RJ United Kingdom,9.5,51.5184158,-0.1348509
1209,The Goring,15 Beeston Place Westminster Borough London SW1W 0JW United Kingdom,9.4,51.4975621,-0.145551
1211,The Pelham Starhotels Collezione,15 Cromwell Place Kensington and Chelsea London SW7 2LA United Kingdom,8.6,51.4943935,-0.1750169
1212,The Montague On The Gardens,15 Montague St Bloomsbury Camden London WC1B 5BJ United Kingdom,9.3,51.520181,-0.1256957
1215,Hotel Les Rives de Notre Dame,15 Quai Saint Michel 5th arr 75005 Paris France,8.6,48.8532269,2.3457159
1216,Le Marquis Eiffel,15 Rue Dupleix 15th arr 75015 Paris France,8.8,48.8516619,2.2979395
1224,The Ritz London,150 Piccadilly Westminster Borough London W1J 9BR United Kingdom,9.3,51.5069446,-0.1415776
1250,Clayton Crown Hotel London,152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom,8,51.5561548,-0.2141824
1257,The Bloomsbury Hotel,16 22 Great Russell Street Camden London WC1B 3NN United Kingdom,9,51.5171671,-0.1290534
1260,Idol Hotel,16 rue d Edimbourg 8th arr 75008 Paris France,9.1,48.8795369,2.3202966
1301,Villa Eugenie,167 rue de Rome 17th arr 75017 Paris France,6.8,48.8871283,2.314205
1303,Hilton London Euston,17 18 Upper Woburn Place Camden London WC1H 0HT United Kingdom,7.4,51.5265189,-0.1303689
1309,Millennium Hotel London Knightsbridge,17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU United Kingdom,7.5,51.4999683,-0.1599927
1313,H tel Bedford,17 rue de l Arcade 8th arr 75008 Paris France,8.6,48.8720593,2.3236802
1320,Park Avenue Baker Street,173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,7.7,51.5241452,-0.1609907
1340,The Park City Grand Plaza Kensington Hotel,18 30 Lexham Gardens Kensington and Chelsea London W8 5JE United Kingdom,8.3,51.4954976,-0.1893691
1369,Danubius Hotel Regents Park,18 Lodge Road Near Baker Street And Marylebone Westminster Borough London NW8 7JT United Kingdom,8.1,51.529257,-0.168358
1399,Radisson Blu Edwardian Sussex,19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom,8,51.5144381,-0.1558337
1404,H tel Victor Hugo Paris Kl ber,19 Rue Copernic 16th arr 75016 Paris France,7.9,48.8690198,2.2891278
1412,Mercure London Kensington Hotel,1a Lexham Gardens Kensington and Chelsea London W8 5JJ United Kingdom,7.5,51.4950098,-0.1906195
1417,Hilton London Bankside,2 8 Great Suffolk Street Southwark London SE1 0UG United Kingdom,9.3,51.5056956,-0.101525
1430,St Ermin s Hotel Autograph Collection,2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom,8.9,51.498905,-0.1339093
1434,Lyric H tel Paris,2 rue de Gramont 2nd arr 75002 Paris France,8.9,48.8690126,2.3368708
1436,The Trafalgar Hilton,2 Spring Gardens Trafalgar Square Westminster Borough London SW1A 2TS United Kingdom,8.1,51.507374,-0.129135
1447,Old Ship Inn Hackney,2 Sylvester Path Hackney London E8 1EN United Kingdom,7.9,51.5458476,-0.0554113
1448,The Drayton Court Hotel,2 The Avenue Ealing London W13 8PH United Kingdom,8.8,51.5141842,-0.3192925
1456,The Colonnade,2 Warrington Crescent Westminster Borough London W9 1ER United Kingdom,7.8,51.5243286,-0.1846623
1469,Grange Fitzrovia Hotel,20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom,8.1,51.521759,-0.1425381
1471,H tel Le M,20 bis rue de la Ga t 14th arr 75014 Paris France,8.2,48.8397623,2.3235324
1502,Karma Sanctum Soho Hotel,20 Warwick Street Westminster Borough London W1B 5NF United Kingdom,8.1,51.5116049,-0.1383145
1506,Simply Rooms Suites,21 Avonmore Road Kensington Hammersmith and Fulham London W14 8RP United Kingdom,7.7,51.4944875,-0.2070605
1523,The Kings Head Hotel,214 High Street Acton London London W3 9NX United Kingdom,8.9,51.5079153,-0.2730145
1527,H tel Brighton Esprit de France,218 rue de Rivoli 1st arr 75001 Paris France,8.7,48.8649306,2.3290844
1542,Conrad London St James,22 28 Broadway Westminster Borough London SW1H 0BH United Kingdom,9.1,51.4993927,-0.1329128
1570,London Hilton on Park Lane,22 Park Lane Westminster Borough London W1K 1BE United Kingdom,7.8,51.5055513,-0.1501698
1583,The Portobello Hotel,22 Stanley Gardens Kensington and Chelsea London W11 2NG United Kingdom,8.9,51.512257,-0.2034244
1584,Landmark London,222 Marylebone Road Westminster Borough London NW1 6JQ United Kingdom,9,51.519016,-0.166267
1596,Best Western Seraphine Kensington Olympia,225 High Street Kensington Kensington and Chelsea London W8 6SA United Kingdom,7.4,51.4992791,-0.1973593
1601,Portobello House,225 Ladbroke Grove Kensington and Chelsea London W10 6HQ United Kingdom,8.4,51.5199224,-0.2116636
1625,London Suites,230 A Mile End Road Tower Hamlets London E1 4LJ United Kingdom,7.4,51.5215508,-0.0469238
1636,Grange Beauchamp Hotel,24 27 Bedford Place Bloomsbury Camden London WC1B 5JH United Kingdom,8.6,51.5203266,-0.1245891
1651,XO Hotel,25 Rue Theodore de Banville 17th arr 75017 Paris France,8.9,48.8827492,2.2982782
1652,Rosewood London,252 High Holborn Holborn Camden London WC1V 7EN United Kingdom,9.4,51.5173303,-0.1180966
1714,The One Barcelona GL,277 Carrer de Proven a Eixample 08037 Barcelona Spain,9.4,41.3961448,2.1631674
1717,Forest Hill Paris la Villette,28 av Corentin Cariou 19th arr 75019 Paris France,7.6,48.8969854,2.3852745
1718,The Tophams Hotel,28 Ebury Street Westminster Borough London SW1W 0LU United Kingdom,6.6,51.4957436,-0.1477528
1720,H10 London Waterloo,284 To 302 Waterloo Road Southwark London SE1 8RQ United Kingdom,8.5,51.4988817,-0.1062888
1731,Innkeeper s Lodge London Greenwich,291 Greenwich High Road Greenwich Greenwich London SE10 8NA United Kingdom,8.2,51.4801631,-0.0097201
1739,Hotel Duminy Vendome,3 5 rue du Mont Thabor 1st arr 75001 Paris France,8.2,48.8654726,2.3292934
1742,Holiday Inn London Mayfair,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom,8,51.507746,-0.1422993
1746,Relais Saint Jacques,3 Rue Abb De L Ep e 5th arr 75005 Paris France,8.7,48.8430523,2.3422519
1749,Les Matins de Paris Spa,3 rue Clauzel 9th arr 75009 Paris France,8.6,48.878932,2.3394182
1750,H tel Bourgogne Montana by MH,3 rue de Bourgogne 7th arr 75007 Paris France,8.9,48.8601927,2.318423
1752,Hotel Le Squara,3 rue Lepic 18th arr 75018 Paris France,8.3,48.884165,2.3328261
1753,Best Western Plus de Neuville Arc de Triomphe,3 Rue Verniquet 17th arr 75017 Paris France,8,48.8869128,2.3004034
1794,Hyatt Regency London The Churchill,30 Portman Square Westminster Borough London W1H 7BH United Kingdom,8.7,51.5156471,-0.1572443
1798,BoB Hotel by Elegancia,30 rue Pernety 14th arr 75014 Paris France,9,48.8335233,2.3191194
1799,Comfort Inn Suites Kings Cross St Pancras,31 33 Argyle Street Camden London WC1H 8EP United Kingdom,8.1,51.5289499,-0.1232979
1815,Grange Langham Court Hotel,31 35 Langham Street Westminster Borough London W1W 6BU United Kingdom,7.9,51.5189077,-0.1421957
1838,The Beaufort,33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,8.8,51.4978466,-0.164156
1839,Blakes Hotel,33 Roland Gardens Kensington and Chelsea London SW7 3PF United Kingdom,8,51.4892447,-0.1803196
1865,Grange Clarendon Hotel,34 37 Bedford Place Bloomsbury Camden London WC1B 5JR United Kingdom,8.1,51.5197933,-0.1241844
1869,Novotel Paris 17,34 Avenue Porte d Asni res 17th arr 75017 Paris France,7.9,48.8920485,2.3023791
1870,Rafayel Hotel Spa,34 Lombard Road Battersea London SW11 3RF United Kingdom,8,51.4703604,-0.1779869
1896,My Chelsea,35 Ixworth Place Kensington and Chelsea London SW3 3QX United Kingdom,8.2,51.4919083,-0.1684398
1901,H tel Champs lys es Plaza,35 Rue De Berri 8th arr 75008 Paris France,8.7,48.8737043,2.3061477
1902,Dukes Hotel,35 St James s Place Westminster Borough London SW1A 1NY United Kingdom,8.6,51.5055381,-0.1396885
1915,Great St Helen Hotel,36 Great st Helens City of London London EC3A 6AP United Kingdom,7.4,51.5149583,-0.0823869
1921,Westside Arc de Triomphe Hotel,36 rue Pierre Demours 17th arr 75017 Paris France,8.1,48.8811741,2.2948337
1923,Etoile Saint Ferdinand,36 rue Saint Ferdinand 17th arr 75017 Paris France,8.3,48.8777895,2.2872498
1924,United Lodge Hotel and Apartments,368 370 Green Lanes London N4 1DA United Kingdom,7.5,51.5743549,-0.0977567
1963,The Cleveland,39 40 Cleveland Square Westminster Borough London W2 6DA United Kingdom,8.2,51.5139692,-0.1828202
1965,Dorset Square Hotel,39 40 Dorset Square Hotel Westminster Borough London NW1 6QN United Kingdom,9,51.5226361,-0.1602871
1987,DoubleTree by Hilton Hotel London Marble Arch,4 Bryanston St Marble Arch Westminster Borough London W1H 7BY United Kingdom,8.1,51.514573,-0.15666
1998,Mercure Paris Opera Garnier,4 Rue de L Isly 8th arr 75008 Paris France,8.1,48.8749511,2.3259532
2000,Grand H tel Du Palais Royal,4 Rue De Valois 1st arr 75001 Paris France,9.2,48.8630829,2.3378592
2011,Suites H tel Helzear Montparnasse,40 rue Liancourt 14th arr 75014 Paris France,8.1,48.8346811,2.3255098
2079,H tel Crayon Rouge by Elegancia,42 rue Croix des Petits Champs 1st arr 75001 Paris France,9,48.8644967,2.3405415
2092,Grange Tower Bridge Hotel,45 Prescot Street City of London London E1 8GP United Kingdom,8.7,51.5115509,-0.0714919
2097,Le Tsuba Hotel,45 Rue des Acacias 17th arr 75017 Paris France,9.3,48.8777621,2.293177
2107,Canary Riverside Plaza Hotel,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom,8.9,51.5066991,-0.0280208
2116,The Whitechapel,49 53 New Road Tower Hamlets London E1 1HH United Kingdom,7.6,51.5161286,-0.0624458
2118,St George Hotel,49 Gloucester Place Marble Arch Westminster Borough London W1U 8JE United Kingdom,7.4,51.5182768,-0.1583511
2128,Le G n ral H tel,5 7 rue Rampon 11th arr 75011 Paris France,9.1,48.8662695,2.3668616
2153,Holiday Inn Paris Gare de l Est,5 rue du 8 Mai 1945 10th arr 75010 Paris France,7.9,48.8758981,2.3590504
2169,Hotel du Collectionneur Arc de Triomphe,51 57 rue de Courcelles 8th arr 75008 Paris France,8.1,48.8769204,2.3069132
2190,Oceania Paris Porte De Versailles,52 Rue Oradour sur Glane 15th arr 75015 Paris France,8.2,48.8303023,2.2842872
2192,BEST WESTERN Maitrise Hotel Maida Vale,53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom,7.1,51.5366053,-0.1919832
2203,Hilton London Angel Islington,53 Upper Street Islington London N1 0UY United Kingdom,8.6,51.5360906,-0.1048176
2208,Fifty Four Boutique Hotel,54 Queens Gate Kensington and Chelsea London SW7 5JW United Kingdom,8.2,51.4963008,-0.1796853
2210,W12 Rooms,54 Uxbridge Road Shepherds Bush Hammersmith and Fulham London W12 8LP United Kingdom,8.7,51.5045326,-0.2191174
2225,Holiday Inn London Oxford Circus,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom,7.5,51.516843,-0.1495574
2228,Dorsett Shepherds Bush,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom,8.6,51.5039399,-0.2244232
2243,Le Burgundy Paris,6 8 Rue Duphot 1st arr 75001 Paris France,9.1,48.8680055,2.3260075
2244,Mercure Paris Bercy Biblioth que,6 Boulevard Vincent Auriol 13th arr 75013 Paris France,8.4,48.8370334,2.372322
2245,Hazlitt s,6 Frith Street Soho Westminster Borough London W1D 3JA United Kingdom,9,51.5143447,-0.1318157
2267,Amarante Beau Manoir,6 Rue de l Arcade 8th arr 75008 Paris France,7.2,48.870994,2.3235329
2280,Rydges Kensington Hotel,61 Gloucester Road Kensington and Chelsea London SW7 4PE United Kingdom,8.1,51.4956883,-0.1827878
2290,Novotel Paris Centre Tour Eiffel,61 Quai De Grenelle 15th arr 75015 Paris France,7.6,48.8500283,2.2834126
2305,Best Western Palm Hotel,64 76 Hendon Way London NW2 2NL United Kingdom,7.9,51.5634756,-0.2042758
2331,Radisson Blu Edwardian Vanderbilt,68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,8.2,51.4953691,-0.1818966
2338,Hotel Le Chat Noir,68 Boulevard De Clichy 18th arr 75018 Paris France,8.2,48.8836255,2.3340538
2341,Mercure Vaugirard Paris Porte De Versailles,69 Boulevard Victor 15th arr 75015 Paris France,8.5,48.8330649,2.2879617
2402,Hotel Mademoiselle,7 Rue des Petits H tels 10th arr 75010 Paris France,8.6,48.8772493,2.3543043
2409,Paris Marriott Champs Elysees Hotel,70 avenue des Champs Elysees 8th arr 75008 Paris France,7.9,48.8711365,2.3050482
2412,Grange Wellington Hotel,71 Vincent Square Westminster Borough London SW1P 2PA United Kingdom,8.8,51.4944319,-0.1363756
2424,Park Grand London Hyde Park,78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom,7.5,51.5157316,-0.1802179
2442,The Exhibitionist Hotel,8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,8.4,51.4947754,-0.177789
2444,Auteuil Tour Eiffel,8 10 Rue F licien David 16th arr 75016 Paris France,7.5,48.8506499,2.2750873
2445,Ten Manchester Street Hotel,8 12 Manchester Street Westminster Borough London W1U 4DG United Kingdom,8.8,51.5188,-0.153839
2450,London Bridge Hotel,8 18 London Bridge St Southwark London SE1 9SG United Kingdom,8.7,51.5052188,-0.088166
2453,Derby Alma,8 Avenue Rapp 7th arr 75007 Paris France,8.9,48.8605031,2.3006606
2465,The Laslett,8 Pembridge Garden Kensington and Chelsea London W2 4DU United Kingdom,8.9,51.5095259,-0.1967234
2480,Le M ridien Etoile,81 boulevard Gouvion Saint Cyr 17th arr 75017 Paris France,8,48.8794646,2.2849548
2485,The Cavendish London,81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,8.8,51.5077459,-0.1378733
2494,La Clef Tour Eiffel,83 avenue Kl ber 16th arr 75016 Paris France,9,48.8647019,2.2886425
2499,Hotel OFF Paris Seine,86 Quai D Austerlitz 13th arr 75013 Paris France,8.4,48.8427364,2.3672171
2512,Adria Boutique Hotel,88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,8.8,51.4933372,-0.1788931
2514,Sydney House Chelsea,9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,8.7,51.4910062,-0.1717691
2530,Le Pigalle Hotel,9 rue frochot 9th arr 75009 Paris France,9,48.8816073,2.3371648
2567,Sir Albert Hotel,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands,8.8,52.3544507,4.8875036
2577,Hampshire Hotel Rembrandt Square Amsterdam,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands,7.8,52.3663466,4.8985764
2579,Cram,Aribau 54 Eixample 08011 Barcelona Spain,8.5,41.3880549,2.1599602
2583,The Levante Parliament A Design Hotel,Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,8.4,48.2083518,16.354532
2584,H10 Marina Barcelona,Avenida Bogatell 64 68 Sant Mart 08005 Barcelona Spain,8.2,41.393227,2.1927427
2589,NH Hesperia Barcelona Presidente,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,8.6,41.3941338,2.1489569
2590,Fairmont Rey Juan Carlos I,Avenida Diagonal 661 671 Les Corts 08028 Barcelona Spain,8.3,41.3835246,2.1096141
2591,Sercotel Amister Art Hotel Barcelona,Avenida Roma 93 95 Eixample 08029 Barcelona Spain,8.5,41.3844072,2.1514584
2593,Hotel Barcelona Universal,Avinguda Paral lel 76 78 Ciutat Vella 08001 Barcelona Spain,8.8,41.375237,2.1684058
2594,Megaro Hotel,Belgrove Street Camden London WC1H 8AB United Kingdom,8.8,51.5294411,-0.1233745
2597,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,Beltran i R zpide 7 9 Les Corts 08034 Barcelona Spain,8.6,41.3893478,2.1209755
2606,Mercer House B ria BCN,Boria 24 26 Ciutat Vella 08003 Barcelona Spain,8.6,41.3846844,2.1791065
2608,Crowne Plaza London Battersea,Bridges Court Road Battersea London SW11 3BE United Kingdom,8.8,51.4689559,-0.1787256
2617,Amba Hotel Marble Arch,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,8.5,51.5144004,-0.1565506
2623,Taj 51 Buckingham Gate Suites and Residences,Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,9.5,51.498861,-0.1374897
2624,Hotel Sans Souci Wien,Burggasse 2 07 Neubau 1070 Vienna Austria,9.4,48.204576,16.3563661
2625,Hotel Villa Emilia,Calabria 115 117 Eixample 08015 Barcelona Spain,9.1,41.3802469,2.1541149
2629,Hotel Best Western PLUS Alfa Aeropuerto,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,7.8,41.3283758,2.1129638
2631,Arenas Atiram Hotels,Capitan Arenas 20 Les Corts 08034 Barcelona Spain,7.5,41.3904305,2.1262314
2654,Ayre Hotel Caspe,Caspe 103 Eixample 08013 Barcelona Spain,8.5,41.3961021,2.1794688
2671,Chasse Hotel,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,8.9,52.3696719,4.8614475
2678,Zenit Borrell,Comte Borrell 208 Eixample 08029 Barcelona Spain,8,41.3859873,2.1514021
2679,Grange City Hotel,Coopers Row City of London London EC3N 2BQ United Kingdom,8.7,51.5110114,-0.0771251
2691,Worldhotel Cristoforo Colombo,Corso Buenos Aires 3 Milan City Center 20124 Milan Italy,8.6,45.4758842,9.205791
2693,IH Hotels Milano Puccini,Corso Buenos Aires 33 Central Station 20124 Milan Italy,7.6,45.4794406,9.2096756
2694,Ch teau Monfort Relais Ch teaux,Corso Concordia 1 Milan City Center 20129 Milan Italy,9,45.4682358,9.2073799
