,Hotel,City,Reviews,Date,Score,Aspect,Sentiment
5332,art otel Amsterdam,"Amsterdam, Netherlands", The location is great The staff is very friendly and helpful ,7/29/2017,7.5,"[(""great"",""location""), (""very friendly"",""staff""), (""helpful"",""staff"")]","{'staff': [0.9628, 0], 'location': [0.6249, 0]}"
5333,art otel Amsterdam,"Amsterdam, Netherlands", Outstanding location beautiful decor and friendly staff ,7/29/2017,10.0,"[(""Outstanding"",""location""), (""beautiful"",""decor""), (""friendly"",""staff"")]","{'decor': [0.5994, 0], 'location': [0.6124, 0], 'staff': [0.4939, 0]}"
5334,Pulitzer Amsterdam,"Amsterdam, Netherlands", Great stay,7/29/2017,8.8,"[(""Great"",""stay"")]","{'stay': [0.6249, 0]}"
5335,citizenM Amsterdam,"Amsterdam, Netherlands", Kids enjoyed iPad control of lights and TV,7/29/2017,6.3,"[(""and enjoyed"",""Kids""), (""enjoyed"",""control""), (""control"",""iPad"")]","{'iPad': [0, 0], 'control': [0.5106, 0], 'Kids': [0.5106, 0]}"
5336,citizenM Amsterdam,"Amsterdam, Netherlands", bed is big and really comfortable Staff is fantastic Breakfast was delicious Cable tv wifi and more facilities were outstanding we even stayed in a whole day Room is quiet Walking distance to the tram Great lobby with good bar and amazing they have computers printers and so much more to your service ,7/29/2017,9.2,"[(""big"",""bed""), (""really comfortable"",""bed""), (""fantastic"",""Staff""), (""delicious"",""Breakfast""), (""whole"",""day""), (""wifi"",""tv""), (""more"",""facilities""), (""outstanding"",""wifi""), (""outstanding"",""facilities""), (""quiet"",""Room""), (""Walking"",""distance""), (""Great"",""lobby""), (""good"",""bar""), (""have"",""lobby""), (""have"",""printers""), (""printers"",""computers""), (""so more"",""lobby"")]","{'Room': [0, 0], 'tv': [0, 0], 'bed': [0.5563, 0], 'printers': [0, 0], 'day': [0, 0], 'wifi': [0.6124, 0], 'distance': [0, 0], 'Staff': [0.5574, 0], 'computers': [0, 0], 'facilities': [0.6124, 0], 'Breakfast': [0.5719, 0], 'lobby': [0.6249, 0], 'bar': [0.4404, 0]}"
5337,citizenM Amsterdam,"Amsterdam, Netherlands", I loved the mood lighting in the room and free movies to watch ,7/29/2017,10.0,"[(""loved"",""lighting""), (""lighting"",""mood""), (""free"",""movies"")]","{'mood': [0, 0], 'lighting': [0.5994, 0], 'movies': [0.5106, 0]}"
5338,citizenM Amsterdam,"Amsterdam, Netherlands", Big comfy beds Best staff perfect location from the city ,7/29/2017,10.0,"[(""comfy"",""beds""), (""perfect"",""location""), (""perfect"",""staff""), (""Best"",""staff"")]","{'beds': [0, 0], 'location': [0.5719, 0], 'staff': [1.2088, 0]}"
5339,Attica 21 Barcelona Mar,"Barcelona, Spain", Friendly helpful staff Comfy beds Nothing too much trouble ,7/29/2017,9.6,"[(""Friendly"",""staff""), (""helpful"",""staff""), (""Comfy"",""beds""), (""much"",""trouble"")]","{'staff': [0.9154, 0], 'beds': [0, 0], 'trouble': [0, 0]}"
5340,Catalonia Park Putxet,"Barcelona, Spain", Very clean and modern,7/29/2017,9.6,[],{}
5341,Austria Trend Hotel Rathauspark Wien,"Vienna, Austria", The room was fairly basic but considering the value and location it was more than enough We were really only sleeping there we didn t spend much time in the hotel The bathroom was small but it was clean Solid wifi for the time we did spend there too ,7/29/2017,6.7,"[(""fairly basic"",""room""), (""considering"",""room""), (""considering"",""value""), (""considering"",""location""), (""spend"",""time""), (""much"",""time""), (""small"",""bathroom""), (""Solid"",""wifi""), (""too spend"",""wifi"")]","{'room': [0, 0], 'wifi': [0.1531, 0], 'time': [0, 0], 'bathroom': [0, 0], 'location': [0, 0], 'value': [0, 0]}"
5342,Austria Trend Hotel Rathauspark Wien,"Vienna, Austria", Excellent breakfast,7/29/2017,9.2,"[(""Excellent"",""breakfast"")]","{'breakfast': [0.5719, 0]}"
5343,NH Amsterdam Caransa,"Amsterdam, Netherlands", so close to everything staff was nice and very helpful ,7/29/2017,8.3,"[(""nice"",""staff""), (""very helpful"",""staff"")]","{'staff': [0.8969, 0]}"
5344,NH Amsterdam Schiller,"Amsterdam, Netherlands", I d like the location only,7/29/2017,4.2,"[(""only like"",""location"")]","{'location': [0.3612, 0]}"
5345,NH Wien Belvedere,"Vienna, Austria", Clean and comfortable room Everything is perfect The hotel offers lemon mint water and biscuits next to reception which is very thoughtful ,7/29/2017,8.8,"[(""comfortable"",""room""), (""perfect"",""Everything""), (""offers"",""water""), (""offers"",""biscuits""), (""offers"",""hotel""), (""lemon"",""mint"")]","{'room': [0.5106, 0], 'hotel': [0, 0], 'biscuits': [0, 0], 'water': [0, 0], 'mint': [0, 0], 'Everything': [0.5719, 0]}"
5346,Austria Trend Hotel Savoyen Vienna,"Vienna, Austria", Excellent staff Very good bar Quality room ,7/29/2017,8.8,"[(""Excellent"",""staff""), (""good"",""bar""), (""Quality"",""room"")]","{'staff': [0.5719, 0], 'room': [0, 0], 'bar': [0.4404, 0]}"
5347,Le Meridien Vienna,"Vienna, Austria", everthing,7/29/2017,10.0,[],{}
5348,Gallery Hotel,"Barcelona, Spain", The rooms were a generous size and well equipped there were toothbrushes and razors along with the hairdryer gowns slippers etc The bar on the top was fun with friendly staff serving good food and drinks Also the gym and sauna were a nice added bonus ,7/29/2017,8.8,"[(""size"",""rooms""), (""generous"",""size""), (""slippers"",""hairdryer""), (""slippers"",""gowns""), (""fun"",""bar""), (""friendly"",""staff""), (""serving"",""food""), (""serving"",""drinks""), (""good"",""food""), (""nice"",""bonus""), (""added"",""bonus""), (""also bonus"",""gym""), (""bonus"",""sauna"")]","{'drinks': [0, 0], 'staff': [0.4939, 0], 'food': [0.4404, 0], 'gym': [0.5423, 0], 'gowns': [0, 0], 'hairdryer': [0, 0], 'bonus': [0.4215, 0], 'sauna': [0.5423, 0], 'bar': [0.5106, 0], 'size': [0.5106, 0], 'rooms': [0, 0]}"
5349,Ayre Hotel Rosell n,"Barcelona, Spain", Hotel was so central to restaurants bars local attractions metro plus Sagrada familia,7/29/2017,9.2,"[(""bars"",""restaurants""), (""plus metro"",""Hotel""), (""so central"",""metro""), (""local"",""metro""), (""metro"",""attractions"")]","{'Hotel': [0, 0], 'attractions': [0, 0], 'metro': [0, 0], 'restaurants': [0, 0]}"
5350,Ayre Hotel Rosell n,"Barcelona, Spain", Helpfull personel good restaurant a place to enjoy again ,7/29/2017,9.6,"[(""good"",""restaurant"")]","{'restaurant': [0.4404, 0]}"
5351,Hotel Imlauer Wien,"Vienna, Austria", The customer service especially Elizabeth were really helpful ,7/29/2017,5.8,"[(""service"",""customer""), (""really helpful"",""service"")]","{'service': [0.4754, 0], 'customer': [0, 0]}"
5352,Hotel Nestroy Wien,"Vienna, Austria", The hotel facilities meet all standards that it should have ,7/29/2017,7.9,"[(""facilities"",""hotel""), (""meet"",""facilities""), (""meet"",""standards"")]","{'hotel': [0, 0], 'standards': [0, 0], 'facilities': [0, 0]}"
5353,Hotel Lam e,"Vienna, Austria", Excellent location in the heart of Vienna Friendly staff tasty breakfast Very nice rooftop bar with a stunning view of the city center ,7/29/2017,9.2,"[(""Excellent"",""location""), (""tasty"",""breakfast""), (""Friendly"",""staff""), (""stunning"",""view""), (""center"",""city""), (""very nice"",""rooftop""), (""rooftop"",""bar"")]","{'bar': [0, 0], 'rooftop': [0.4754, 0], 'breakfast': [0, 0], 'staff': [0.4939, 0], 'location': [0.5719, 0], 'city': [0, 0], 'view': [0.3818, 0]}"
5354,Capri by Fraser Barcelona,"Barcelona, Spain", I had a really big very nice and comfortable room with a big bath room The personal was very helpful all the time The metro station is in the near so I could reach everything easy The sea is in 10 minutes walking ,7/29/2017,9.6,"[(""had"",""room""), (""really big"",""room""), (""very nice"",""room""), (""comfortable"",""room""), (""big"",""room""), (""room"",""bath""), (""station"",""metro""), (""so is"",""station""), (""easy"",""everything""), (""is"",""sea"")]","{'room': [0.986, 0], 'everything': [0.4404, 0], 'station': [0, 0], 'bath': [0, 0], 'metro': [0, 0], 'sea': [0, 0]}"
5355,Hotel Espa a Ramblas,"Barcelona, Spain", The room was very clean We had a great experience with the front desk personnel ,7/29/2017,10.0,"[(""very clean"",""room""), (""great"",""experience""), (""front"",""personnel""), (""personnel"",""desk""), (""had"",""experience"")]","{'room': [0.4576, 0], 'desk': [0, 0], 'personnel': [0, 0], 'experience': [0.6249, 0]}"
5356,Hotel Espa a Ramblas,"Barcelona, Spain", Lovely hotel 100 metres from La Ramblas Friendly helpful staff Very comfortable beds Rooftop terrace with a bar pool Walking distance to Port Vell and Barcelonetta beach area ,7/29/2017,10.0,"[(""Lovely"",""hotel""), (""Friendly"",""staff""), (""helpful"",""staff""), (""comfortable"",""beds""), (""Rooftop"",""terrace""), (""pool"",""bar""), (""Walking"",""distance""), (""area"",""beach"")]","{'beds': [0.5106, 0], 'hotel': [0.5859, 0], 'terrace': [0, 0], 'distance': [0, 0], 'beach': [0, 0], 'staff': [0.9154, 0], 'bar': [0, 0]}"
5357,Copthorne Tara Hotel London Kensington,"London, United Kingdom", Lovely comfy beds,7/29/2017,8.8,"[(""comfy"",""beds"")]","{'beds': [0, 0]}"
5358,Copthorne Tara Hotel London Kensington,"London, United Kingdom", Breakfast good value,7/29/2017,7.1,"[(""good"",""value"")]","{'value': [0.4404, 0]}"
5359,Copthorne Tara Hotel London Kensington,"London, United Kingdom", High Street Kensington access to transport,7/29/2017,8.8,[],{}
5360,Arthotel ANA Prime,"Vienna, Austria", All good,7/29/2017,10.0,[],{}
5361,Austria Trend Hotel Park Royal Palace Vienna,"Vienna, Austria", The room was very comfortable furnishing was first class,7/29/2017,5.0,"[(""very comfortable"",""room""), (""furnishing"",""class""), (""first"",""class"")]","{'room': [0.5563, 0], 'class': [0, 0]}"
5362,Hilton Vienna Plaza,"Vienna, Austria", The hotel is very clean and the location is just perfect and close to all city attractions ,7/29/2017,9.6,"[(""very clean"",""hotel""), (""just perfect"",""location""), (""close"",""location""), (""attractions"",""city"")]","{'hotel': [0.4576, 0], 'city': [0.4215, 0], 'location': [0.5719, 0]}"
5363,Palais Hansen Kempinski Vienna,"Vienna, Austria", Everything Definitely the place to stay in Viena All perfect We will come back for sure We were on a trip around Europe with 8 countries and more than 10 cities and this was the best hotel of all ,7/29/2017,10.0,"[(""this"",""hotel""), (""best"",""hotel"")]","{'hotel': [0.6369, 0]}"
5364,Hotel de France Wien,"Vienna, Austria", Spacious bathroom Great breakfast ,7/29/2017,10.0,"[(""Spacious"",""bathroom""), (""Great"",""breakfast"")]","{'bathroom': [0, 0], 'breakfast': [0.6249, 0]}"
5365,Hotel Am Schubertring,"Vienna, Austria", Front desk staff ,7/29/2017,5.8,"[(""staff"",""desk"")]","{'desk': [0, 0]}"
5366,Hotel Domizil,"Vienna, Austria", Great location Amazing breakfast relaxing atmosphere ,7/29/2017,10.0,"[(""relaxing"",""atmosphere""), (""Amazing"",""breakfast"")]","{'atmosphere': [0.4939, 0], 'breakfast': [0.5859, 0]}"
5367,Hotel Capricorno,"Vienna, Austria", Comfortable room small but perfectly formed great shower and well designed bathroom nice breakfasts and excellent staff,7/29/2017,10.0,"[(""Comfortable"",""room""), (""perfectly small"",""room""), (""formed"",""room""), (""formed"",""shower""), (""great"",""shower""), (""well designed"",""staff""), (""designed"",""room""), (""designed"",""breakfasts""), (""breakfasts"",""bathroom""), (""nice"",""breakfasts""), (""excellent"",""staff"")]","{'room': [1.1475, 0], 'staff': [0.8451, 0], 'shower': [0.6249, 0], 'breakfasts': [0.4215, 0], 'bathroom': [0, 0]}"
5368,Hotel Capricorno,"Vienna, Austria", lovely people balcony overlooking river,7/29/2017,8.3,"[(""lovely"",""balcony""), (""balcony"",""people""), (""overlooking"",""river"")]","{'people': [0, 0], 'balcony': [0.5859, 0], 'river': [0, 0]}"
5369,Hotel Esther a,"Amsterdam, Netherlands", Excellent staff and location lots of places of interest to visit We really enjoyed the Ice Bar ,7/29/2017,10.0,"[(""Excellent"",""staff""), (""lots"",""location"")]","{'staff': [0.5719, 0], 'location': [0, 0]}"
5370,AZIMUT Hotel Vienna,"Vienna, Austria", Love how close it is to the hbh And the coffee center on each of the first 6 floors ,7/29/2017,9.6,"[(""how is"",""Love""), (""center"",""coffee""), (""first"",""floors"")]","{'floors': [0, 0], 'Love': [0, 0], 'coffee': [0, 0]}"
5371,NH City Centre Amsterdam,"Amsterdam, Netherlands", The room was clean and adequate hotel staff polite ,7/29/2017,6.3,"[(""polite staff"",""room""), (""clean"",""staff""), (""adequate"",""staff""), (""staff"",""hotel"")]","{'room': [0, 0], 'staff': [0.6282, 0], 'hotel': [0, 0]}"
5372,Ramada Apollo Amsterdam Centre,"Amsterdam, Netherlands", The staff was always lovely and very helpful They have been very considerate and left baloons etc as it was my hubby s birthday It was lovely and put a smile on our faces The hotel itself was great Had all the facilities we needed Top terrace was amazing I definitely would recommend this hotel ,7/29/2017,7.9,"[(""always lovely"",""staff""), (""very helpful"",""staff""), (""it"",""birthday""), (""put"",""smile""), (""itself great"",""hotel""), (""Had"",""facilities""), (""Top"",""terrace""), (""amazing"",""terrace""), (""definitely recommend"",""hotel"")]","{'hotel': [1.2618, 0], 'birthday': [0, 0], 'facilities': [0, 0], 'staff': [1.0613, 0], 'smile': [0, 0], 'terrace': [0.7882, 0]}"
5373,Ramada Apollo Amsterdam Centre,"Amsterdam, Netherlands", Home away from home,7/29/2017,9.6,[],{}
5374,Ramada Apollo Amsterdam Centre,"Amsterdam, Netherlands", Would like to see more equipment inc free weights,7/29/2017,10.0,"[(""see"",""inc""), (""more"",""inc""), (""inc"",""equipment""), (""free"",""weights"")]","{'equipment': [0, 0], 'inc': [0, 0], 'weights': [0.5106, 0]}"
5375,Ramada Apollo Amsterdam Centre,"Amsterdam, Netherlands", Location friendly and helpful staff ,7/29/2017,9.6,"[(""friendly"",""staff""), (""helpful"",""staff"")]","{'staff': [0.9154, 0]}"
5376,NH Amsterdam Centre,"Amsterdam, Netherlands", Lovely hotel very friendly and welcoming staff It was the third NH hotel during our trip I admire Everywhere was organized at the highest level Thank you ,7/29/2017,10.0,"[(""Lovely"",""hotel""), (""very friendly"",""hotel""), (""welcoming"",""hotel""), (""welcoming"",""staff""), (""highest"",""level"")]","{'staff': [0.4404, 0], 'hotel': [1.5676, 0], 'level': [0, 0]}"
5377,NH Amsterdam Centre,"Amsterdam, Netherlands", Good breakfast choices Within walking distance of major museums restaurants ,7/29/2017,8.8,"[(""Good"",""breakfast""), (""walking"",""distance""), (""major"",""restaurants""), (""restaurants"",""museums"")]","{'breakfast': [0.4404, 0], 'distance': [0, 0], 'museums': [0, 0], 'restaurants': [0, 0]}"
5378,The May Fair Hotel,"London, United Kingdom", Wonderful room very spacious by London standards Very tasty breakfast although not cheap Awesome location right in the heart of all the action,7/29/2017,9.6,"[(""Wonderful"",""room""), (""very tasty"",""breakfast""), (""Awesome"",""right""), (""right"",""location"")]","{'room': [0.5719, 0], 'breakfast': [0, 0], 'right': [0.6249, 0], 'location': [0, 0]}"
5379,Hotel Stefanie,"Vienna, Austria", Everything especially breakfast,7/29/2017,10.0,[],{}
5380,Hotel Stefanie,"Vienna, Austria", Great location Beautiful just as i had hoped Such a gorgeous breakfast setting ,7/29/2017,10.0,"[(""gorgeous"",""breakfast"")]","{'breakfast': [0.6124, 0]}"
5381,Hotel City Central,"Vienna, Austria", The breakfast is good ,7/29/2017,6.3,"[(""good"",""breakfast"")]","{'breakfast': [0.4404, 0]}"
5382,Hotel City Central,"Vienna, Austria", Nice staff great location very good wi fi for a hotel ,7/29/2017,7.1,"[(""Nice"",""location""), (""location"",""staff""), (""great"",""location""), (""very good"",""fi""), (""fi"",""wi"")]","{'staff': [0, 0], 'location': [1.0464, 0], 'wi': [0, 0], 'fi': [0.4927, 0]}"
5383,H10 Cubik 4 Sup,"Barcelona, Spain", Excellent location Very clean rooms Delicious breakfast including local food Smart industrial design A very good option for a city break in the middle off the town ,7/29/2017,9.6,"[(""Excellent"",""location""), (""clean"",""rooms""), (""local"",""food""), (""industrial"",""design""), (""very good"",""option""), (""break"",""option"")]","{'location': [0.5719, 0], 'option': [0.4927, 0], 'food': [0, 0], 'design': [0, 0], 'rooms': [0.4019, 0]}"
5384,H10 Cubik 4 Sup,"Barcelona, Spain", The hotel staff were amazing they could not have been more friendly or welcoming without being pushy The arrival drinks and bar vouchers were a really nice touch I would recommend the white wine The location of this hotel is perfect So easy to walk around the city but also right next to the metro to get to the beach Hundreds of great bars and restaurants nearby to suit all price ranges yummy crepes 2 minutes down the road and within 10minutes you can be on La Rambla DO was extra special with delicious food for our anniversary meal Barcelona has something for everyone food art culture watersports nightlife and this hotel makes it SO easy to find what you re looking for It is part of the H10 chain but it feels like an independent because the staff are so personable and invested in you having a good stay ,7/29/2017,9.6,"[(""staff"",""hotel""), (""amazing"",""staff""), (""drinks"",""arrival""), (""vouchers"",""bar""), (""touch"",""drinks""), (""touch"",""vouchers""), (""really nice"",""touch""), (""white"",""wine""), (""recommend"",""wine""), (""perfect"",""location""), (""walk"",""city""), (""around"",""city""), (""great"",""bars""), (""nearby ranges"",""Hundreds""), (""ranges"",""Hundreds""), (""ranges"",""price""), (""ranges"",""crepes""), (""yummy"",""crepes""), (""makes"",""hotel""), (""makes"",""nightlife""), (""food"",""DO""), (""extra"",""food""), (""special"",""food""), (""meal"",""anniversary""), (""has"",""something""), (""food"",""everyone""), (""nightlife"",""art""), (""nightlife"",""culture""), (""nightlife"",""watersports""), (""It"",""part""), (""chain"",""H10""), (""feels"",""chain""), (""so personable"",""staff""), (""invested"",""staff""), (""having"",""stay""), (""good"",""stay"")]","{'food': [0.4019, 0], 'crepes': [0.5267, 0], 'part': [0, 0], 'location': [0.5719, 0], 'anniversary': [0, 0], 'stay': [0.4404, 0], 'hotel': [0, 0], 'culture': [0, 0], 'price': [0, 0], 'arrival': [0, 0], 'bars': [0.6249, 0], 'watersports': [0, 0], 'H10': [0, 0], 'touch': [0.4754, 0], 'something': [0, 0], 'bar': [0, 0], 'wine': [0.3612, 0], 'city': [0, 0], 'art': [0, 0], 'chain': [0, 0], 'everyone': [0, 0], 'drinks': [0, 0], 'vouchers': [0, 0], 'Hundreds': [0, 0], 'staff': [0.5859, 0], 'nightlife': [0, 0], 'DO': [0, 0]}"
5385,Sunotel Club Central,"Barcelona, Spain", Nice place but far away from public transports ,7/29/2017,7.1,"[(""Nice"",""place""), (""far away"",""place""), (""public"",""transports"")]","{'place': [0.4215, 0], 'transports': [0, 0]}"
5386,The Square Milano Duomo,"Milan, Italy", weather was too hot and AC in the room was terrible,7/29/2017,5.8,"[(""too hot"",""weather""), (""terrible"",""AC"")]","{'AC': [0, -0.4767], 'weather': [0, 0]}"
5387,The Square Milano Duomo,"Milan, Italy", Great location fantastic breakfast,7/29/2017,10.0,"[(""breakfast"",""location""), (""fantastic"",""breakfast"")]","{'location': [0, 0], 'breakfast': [0.5574, 0]}"
5388,Brunelleschi Hotel,"Milan, Italy", Hotel staff were very efficient Rooms were very clean Breakfast was excellent with a very good choice of foods ,7/29/2017,8.8,"[(""very efficient"",""staff""), (""very clean"",""Rooms""), (""very good"",""choice""), (""excellent"",""Breakfast"")]","{'staff': [0.4754, 0], 'Breakfast': [0.5719, 0], 'choice': [0.4927, 0], 'Rooms': [0.4576, 0]}"
5389,Brunelleschi Hotel,"Milan, Italy", Fab alround Staff the place itself breakfast etc ,7/29/2017,9.6,"[(""etc."",""breakfast"")]","{'breakfast': [0, 0]}"
5390,Hotel Clerici,"Milan, Italy", Nice place and nice service ,7/29/2017,10.0,"[(""Nice"",""place""), (""nice"",""service"")]","{'place': [0.4215, 0], 'service': [0.4215, 0]}"
5391,UNA Hotel Cusani,"Milan, Italy", Room very comfy,7/29/2017,10.0,[],{}
5392,IH Hotels Milano Gioia,"Milan, Italy", Personnel Breakfast was good and varied Possibility to order food and drinks in the evening ,7/29/2017,8.3,"[(""good"",""Breakfast""), (""varied"",""Breakfast""), (""food"",""order"")]","{'Breakfast': [0.4404, 0], 'order': [0, 0]}"
5393,IH Hotels Milano Gioia,"Milan, Italy", It s okay when you travel by car but too far from the nearest metro station Probably there s another way to reach the city center but the receptionist suggested us to go by metro Taxi from Navigli where we had aperitivo cost us 20 euros so I guess would be the same if we booked something in Navigli and just got paid parking there ,7/29/2017,7.1,"[(""nearest"",""station""), (""station"",""metro""), (""probably 's"",""way""), (""reach"",""center""), (""center"",""city""), (""suggested"",""receptionist""), (""cost"",""aperitivo""), (""us"",""cost""), (""there got"",""something""), (""got"",""parking""), (""paid"",""parking"")]","{'parking': [0, 0], 'way': [0, 0], 'station': [0, 0], 'cost': [0, 0], 'something': [0, 0], 'aperitivo': [0, 0], 'metro': [0, 0], 'city': [0, 0], 'center': [0.0258, 0], 'receptionist': [0, 0]}"
5394,IH Hotels Milano Gioia,"Milan, Italy", Best you can get for the money its very nice Hotel,7/29/2017,7.9,[],{}
5395,Style Hotel,"Milan, Italy", Location,7/29/2017,7.1,[],{}
5396,Andreola Central Hotel,"Milan, Italy", Good well maintained clean hotel,7/29/2017,9.6,"[(""maintained"",""hotel""), (""clean"",""hotel"")]","{'hotel': [0.4019, 0]}"
5397,UNA Hotel Century,"Milan, Italy", Very accommodating when we asked to move room after 1 day as we preferred a lower floor originally 12th We had a small studio Very good and clean ,7/29/2017,8.3,"[(""very accommodating"",""floor""), (""move"",""room""), (""lower"",""floor""), (""originally 12th"",""floor""), (""small"",""studio""), (""had"",""studio"")]","{'room': [0, 0], 'floor': [0, -0.296], 'studio': [0, 0]}"
5398,UNA Hotel Century,"Milan, Italy", Modern and comfortable room Close to train station ,7/29/2017,10.0,"[(""comfortable"",""room""), (""train"",""station"")]","{'room': [0.5106, 0], 'station': [0, 0]}"
5399,Hotel Cavour,"Milan, Italy", It was very clean Staff is very friendly and helpful Location is great ,7/29/2017,9.2,"[(""very friendly"",""Staff""), (""helpful"",""Staff"")]","{'Staff': [0.9628, 0]}"
5400,Hotel Cavour,"Milan, Italy", Very clean extremely quite even if it was very close to center perfectly located All is all very good A recommendation is to book the newer superior room as they are not that much more expensive ,7/29/2017,9.6,"[(""perfectly located"",""center""), (""newer"",""room""), (""superior"",""room""), (""is"",""recommendation""), (""book"",""room"")]","{'room': [0.5423, 0], 'recommendation': [0, 0], 'center': [0.6369, 0]}"
5401,Hotel Cavour,"Milan, Italy", Beds extra comfy Noise insulated windows Incredible air conditioning Excellent WiFi Good and cheap hotel restaurant Bery clean,7/29/2017,9.6,"[(""comfy"",""Beds""), (""insulated"",""windows""), (""insulated"",""Noise""), (""Incredible"",""air""), (""Good"",""hotel""), (""cheap"",""hotel"")]","{'air': [0, 0], 'Beds': [0, 0], 'windows': [0, 0], 'Noise': [0, 0], 'hotel': [0.4404, 0]}"
5402,Hotel Cavour,"Milan, Italy", Great location Very convenient for leisurely walks to tourist attractions shopping and good food Good breakfast ,7/29/2017,9.2,"[(""walks"",""shopping""), (""walks"",""food""), (""attractions"",""tourist""), (""good"",""food"")]","{'tourist': [0.4215, 0], 'food': [0.4404, 0], 'shopping': [0, 0]}"
5403,Hotel Auriga,"Milan, Italy", Location very close to the train train station,7/29/2017,6.3,"[(""station"",""train""), (""station"",""train"")]","{'train': [0, 0]}"
5404,Idea Hotel Milano San Siro,"Milan, Italy", Excellent information by reception speaking English proficiently on how to get to the city centre Easy access to centre of Milan by catching the hotel transport to San Siro underground station and thereafter underground trains cost only 1 50 one way Hotel great value for money as city centre hotels extremely expensive Secure car parking on site for 8 a day although reviews suggest otherwise Perhaps different when it s a Milan football match Breakfast was good although very busy Beware of mosquitoes especially waiting at night time by San Siro underground for the hotel transport maybe unusual for this time of year but bitten a lot ,7/29/2017,8.8,"[(""Excellent"",""information""), (""speaking"",""reception""), (""center"",""city""), (""underground"",""station""), (""underground"",""trains""), (""catching"",""transport""), (""transport"",""hotel""), (""great"",""value""), (""extremely expensive"",""value""), (""hotels"",""city""), (""hotels"",""center""), (""Secure"",""parking""), (""parking"",""car""), (""otherwise suggest"",""reviews""), (""it"",""match""), (""when match"",""football""), (""good"",""Breakfast""), (""bitten"",""lot""), (""time"",""night""), (""transport"",""hotel"")]","{'station': [0, 0], 'lot': [0, 0], 'night': [0, 0], 'city': [0, 0], 'value': [0.6249, 0], 'transport': [0, 0], 'match': [0, 0], 'hotel': [0, 0], 'reviews': [0, 0], 'parking': [0.34, 0], 'car': [0, 0], 'Breakfast': [0.4404, 0], 'reception': [0, 0], 'football': [0, 0], 'trains': [0, 0], 'information': [0.5719, 0], 'center': [0, 0]}"
5405,Idea Hotel Milano San Siro,"Milan, Italy", Breakfast was included great value for money ,7/29/2017,9.2,"[(""included"",""Breakfast""), (""included"",""value""), (""great"",""value"")]","{'Breakfast': [0, 0], 'value': [0.6249, 0]}"
5406,UNA Hotel Mediterraneo,"Milan, Italy", Breakfast was good and delicious Our room was clean and comfortable ,7/29/2017,7.9,"[(""good"",""Breakfast""), (""delicious"",""Breakfast""), (""clean"",""room""), (""comfortable"",""room"")]","{'Breakfast': [1.0123, 0], 'room': [0.9125000000000001, 0]}"
5407,Ohla Barcelona,"Barcelona, Spain", Cleanliness comfort of rooms and quality of food at breakfast Personal touch and welcome greeting on behalf of our Anniversary break ,7/29/2017,8.8,"[(""comfort"",""Cleanliness""), (""Personal"",""touch""), (""break"",""Anniversary"")]","{'Anniversary': [0, 0], 'touch': [0, 0], 'Cleanliness': [0.3612, 0]}"
5408,Ohla Barcelona,"Barcelona, Spain", Loved the roof top bar Sadly we didn t get to use the pool because we only stayed one night and it was closed by the time we arrived The bed was super comfy and the buffet breakfast was delicious A fabulous stay ,7/29/2017,9.6,"[(""Loved"",""bar""), (""bar"",""roof""), (""top"",""bar""), (""use"",""pool""), (""breakfast"",""buffet""), (""delicious"",""breakfast""), (""comfy"",""bed""), (""fabulous"",""stay"")]","{'stay': [0.5267, 0], 'roof': [0, 0], 'bed': [0, 0], 'pool': [0, 0], 'breakfast': [0.5719, 0], 'buffet': [0, 0], 'bar': [0.8017000000000001, 0]}"
5409,NH Milano Machiavelli,"Milan, Italy", Loved the ambience the warmth and friendliness of staff Helped me with my tourism planning giving ideas for dining or shopping Very kind showing typical nh hospitality ,7/29/2017,10.0,"[(""warmth"",""ambience""), (""giving"",""ideas""), (""typical"",""hospitality""), (""hospitality"",""nh""), (""very showing"",""hospitality"")]","{'ideas': [0.34, 0], 'ambience': [0.4588, 0], 'hospitality': [0, 0], 'nh': [0, 0]}"
5410,Hilton Garden Inn Milan North,"Milan, Italy", clean modern room size 2 minutes for metro station reception staff are good ,7/29/2017,8.3,"[(""clean"",""size""), (""modern"",""size""), (""size"",""room""), (""staff"",""metro""), (""staff"",""station""), (""staff"",""reception""), (""good"",""size"")]","{'room': [0, 0], 'metro': [0, 0], 'station': [0, 0], 'size': [0.8423, 0], 'reception': [0, 0]}"
5411,Hotel Mediolanum,"Milan, Italy", Nice hotel Good Service not bad location will come again ,7/29/2017,8.8,"[(""Nice"",""hotel""), (""again come"",""location""), (""bad"",""location"")]","{'hotel': [0.4215, 0], 'location': [0, -0.5423]}"
5412,UNA Maison Milano,"Milan, Italy", Right in the city s center 20 meters from the Duomo di Milano ,7/29/2017,6.7,[],{}
