Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,5/14/2017,9.2,Apex Temple Court Hotel, Canada ,No Negative,0,2619, Book a room that comes with access to the Club Lounge The Club Lounge offers a continental breakfast free water soda wine and beer throughout the day and sandwiches and fruit during the afternoon The coffee machine makes the best lattes along with a variety of other types of coffees and hot chocolate This lounge really made the stay for us ,63,3,10,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with Club Lounge Access ', ' Stayed 3 nights ']",81 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,5/9/2017,9.2,Apex Temple Court Hotel, Belgium , Breakfast buffet continental was ok but nothing out of the ordinary A la carte was also possible but we didn t try ,24,2619, Although it s a fairly big hotel the overall vibe we got was very cozy which we liked a lot Staff was very friendly and helpful whenever we needed Upon arrival we received a reduction coupon for the breakfast The location is exquisite ,45,1,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",86 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,5/4/2017,9.2,Apex Temple Court Hotel, United Kingdom , More seating in the bar area would be good also it s a trek to use the toilets ,20,2619, Very clean large rooms with high value toiletries Extremely comfortable bed and pillows Friendly staff ,17,3,8.8,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ']",91 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,4/27/2017,9.2,Apex Temple Court Hotel, United Kingdom ,No Negative,0,2619, This is without question one of London finest Hotels I have never slept that well in a very very longtime and I love the duck Amazing reception and great facilities ,32,2,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",98 days,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,4/25/2017,9.2,Apex Temple Court Hotel, United Kingdom ,No Negative,0,2619, Great location room was outstanding beds were so clean and comfortable bathroom had a big deep bath and a fantastic shower we would recommend this hotel to everybody ,30,5,10,"[' Leisure trip ', ' Couple ', ' City Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",100 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,4/23/2017,9.2,Apex Temple Court Hotel, United Kingdom , The cleaner knocked on our door at 8am which wasn t ideal We were checking out that day so no need to clean the room Being fussy the dressing gown and towels weren t hugely soft ,38,2619, The hotel gave us a complimentary upgrade to a suite which was fantastic The room and bed were extremely comfortable Excellent personalised service Food was excellent ,28,2,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",102 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,4/21/2017,9.2,Apex Temple Court Hotel, United States of America , This was my second time at this hotel the first time I booked the basic room and was pleasantly surprised at the spaciousness of the room I was given This time I opted to upgrade to a more expensive room and was surprised that it was much smaller than the room I had stayed in before It just might be that I was given a free upgrade the first time ,72,2619,No Positive,0,11,8.3,"[' Business trip ', ' Solo traveler ', ' Superior King Room with Balcony ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",104 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,4/20/2017,9.2,Apex Temple Court Hotel, Spain , Going as a family with two rooms hired in the same reservation they allocated us in two different buildings They were even unable to allocate us in different floors of the same building,34,2619, The design facilities and location of the hotel WIFI and also Gym were quite convenient,16,7,10,"[' Leisure trip ', ' Family with young children ', ' City King Room ', ' Stayed 3 nights ']",105 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,4/19/2017,9.2,Apex Temple Court Hotel, United Kingdom , Some of the complimentary items of food from the room were missing and there was an empty box in the minibar too ,24,2619, Staff were lovely reception sent a card and a box of chocolates up for my birthday Room service food was fantastic and nice cocktails served in the bar Room wasn t the biggest but had everything we needed Very clean and lovely bathroom too ,46,3,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",106 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,4/5/2017,9.2,Apex Temple Court Hotel, United Kingdom , A few more little milks maybe as I drink a lot of tea but I was given a little jug of milk when I asked ,27,2619, The bathroom was light pleasant and very clean The wardrobe space was good and there were tea making facilities The bed was comfortable ,25,2,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",120 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,3/27/2017,9.2,Apex Temple Court Hotel, United Kingdom , The air conditioning rattled all night and was rather noisy the room was a lot smaller than previous trips but just as expensive A lot better value for money in other hotels ,34,2619, The room was clean and comfortable bathroom was modern and spacious ,13,1,8.8,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",129 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,3/20/2017,9.2,Apex Temple Court Hotel, United Kingdom , Nothing your doing a fantastic job,7,2619, Just returned from a wonderful weekend at the apex temple court Where to start From the amazing upgrade for my husbands 30th birthday to the personalised handwritten note and chocolates left for us in the room everything was perfect from the start The hotel is in a great location less than 10 minutes walk to Covent Garden and for location alone is great value I had chosen the hotel as we were attending the aldwych theatre and it was literally around the corner It s clean modern and our room was to die for with a balcony offering views of the London eye The apex offers so many extra touches with the free jelly beans Pringles and of course the apex duck We had a great nespresso machine in our room and robes and slippers all added to make the perfect stay They really have thought about everything We have stayed in many hotels in London but would definately choose apex again ,164,4,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",136 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,3/13/2017,9.2,Apex Temple Court Hotel, Singapore , The rooms were too dark and warm After shaving I got on a plane and realized I missed half my face The bathroom mirror was placed right on top of the toilet bowl which was absolutely disgusting Another design flaw was that you had to move the toilet seat up and down in order to flush the toilet The bedroom windows were painted shut which made it awfully stuffy hot and unbearable in the room It was difficult for bad smells to escape since there was no ventilation in the room The walkway outside the hotel room stank of chemicals and the hallway looked soulless like student dormitories One should not be paying so much money for such a low standard hotel which did not even include breakfast The staff were from anywhere else but Britain which did not help make our British experience any better ,148,2619, It was located in a cosy corner off the street ,12,32,4.2,"[' Leisure trip ', ' Solo traveler ', ' City King Room ', ' Stayed 1 night ']",143 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,3/13/2017,9.2,Apex Temple Court Hotel, United Kingdom , If we had to pick one thing it would be the pillows are a bit to soft but everyone is different Literally could not find fault with anything ,30,2619, The staff were very accommodating it was mine and my partners anniversary and they did such an amazing job at making the room look lovely,26,2,9.6,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ']",143 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,3/7/2017,9.2,Apex Temple Court Hotel, Switzerland , Location was fine for where I needed to be but if you could find find yourself a little aways from the center and Covent Garden Depends what you looking for underground is about 10 mins walk in either direction ,41,2619, Very nice hotel quiet setting within an inner courtyard Terrace will be lovely in summer plus also very quiet I imagine Very pleasant staff and good hotel bar I didn t use the restaurant neither for breakfast or evening so can t comment ,45,3,8.8,"[' Leisure trip ', ' Solo traveler ', ' City King Room ', ' Stayed 2 nights ']",149 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,3/6/2017,9.2,Apex Temple Court Hotel, United Kingdom , At the outside front entrance to the hotel there is a large carpeted area that was extremely wet due to the weather which spoiled the lovely entrance to an otherwise great hotel ,34,2619, Beds were very comfy bathroom was fantastic and location was excellent ,13,7,8.8,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ']",150 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,3/5/2017,9.2,Apex Temple Court Hotel, United Kingdom , We felt the price of breakfast is just too much and would have added another 100 to price of our stay ,23,2619, The location of the hotel is superb convenient and close to the centre yet tucked away in a quiet hidden away pocket ,24,1,6.7,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",151 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,3/2/2017,9.2,Apex Temple Court Hotel, United Kingdom , The room looked straight onto an office window so was a little obtrusive But understand I wasn t paying for a view ,24,2619, The staff were fantastic in the bar super friendly The shower and bath were fantastic ,17,1,9.6,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",154 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,3/1/2017,9.2,Apex Temple Court Hotel, Japan , Bath tub was good but if once water falles out there s no pipe to get lid of them ,21,2619, Staff was very nice and interior decoration was stylish and warm Good location to walk around London ,19,3,10,"[' Business trip ', ' Solo traveler ', ' Deluxe King Room with Club Lounge Access ', ' Stayed 10 nights ', ' Submitted from a mobile device ']",155 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/27/2017,9.2,Apex Temple Court Hotel, Sweden , Not quite the top notch quality it was a couple of years ago Although still a very good hotel the age is slowly starting to show Carpet coming loose in the hallway wall sockets not EU compatible small things like the bottle opener in the room broken and the nice little Bose speaker have the old iPhone 4 connector ,61,2619, Nice bathroom with big shower and bath Quiet if you get a room on the top floors ,19,36,7.5,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ']",157 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/24/2017,9.2,Apex Temple Court Hotel, Germany ,No Negative,0,2619, I spend the weekend in the Apex Hotel with my boyfriend and we had an an wonderful weekend the stuff from Apex was so friendly and they made everything possible have a great birthday weekend in london For this THANK YOU SO MUCH We will come back Best regards Theresa,51,1,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ']",160 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/20/2017,9.2,Apex Temple Court Hotel, Netherlands , Breakfast is good but quite expensive particularly if you compare it to prices of breakfast to go on Fleet Street ,22,2619, Rooms are quiet Beds are huge Bathroom is spacious and shower is hot and powerful Location is very good Thames within walking distance Temple area is beautiful Note however that during weekends the atmosphere is different than during week days due to the fact that many shops most of the business centres and the criminal courts are closed which results in less people in the neighbourhoud ,68,1,7.9,"[' Business trip ', ' Couple ', ' City King Room ', ' Stayed 3 nights ']",164 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/19/2017,9.2,Apex Temple Court Hotel, United Kingdom , Service Also they would have given reductions or breakfast in the price but could not because we booked through you Had my 60th birthday while staying The hotel knew this and made no acknowledgement of this not even an extra packet of biscuits Spent two thousand pounds on 3 rooms Felt short changed ,55,2619, Comfortable room which was very clean,7,5,5.8,"[' Leisure trip ', ' Family with young children ', ' City King Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",165 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/15/2017,9.2,Apex Temple Court Hotel, United Kingdom , My son and his family were staying the same two nights in identical rooms He booked directly with Apex and got full breakfasts included for the same room price that I paid Booking via booking com cost me almost an extra 50 for breakfasts even after I had negotiated a bit of a discount by reference to the comparison ,61,2619,No Positive,0,3,9.2,"[' Business trip ', ' Family with young children ', ' City King Room ', ' Stayed 2 nights ']",169 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/13/2017,9.2,Apex Temple Court Hotel, United Kingdom , Everything was genuinely perfect ,6,2619, Everything from the reception greeting of Luca to leaving wth yet another warm vibe from reception The cleaning staff were polite and warm My standard room was spotless in terms of cleanliness an incredibly cosy bed a nice ambience to the room ,44,3,10,"[' Leisure trip ', ' Solo traveler ', ' City King Room ', ' Stayed 2 nights ']",171 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/13/2017,9.2,Apex Temple Court Hotel, Hungary , Nothing Our second stay at this hotel and the hotel is very much in our Green Band as experienced and discerning hotel visitors,24,2619, Very comfortable and clean room Balcony was a little plus ,12,13,9.6,"[' Business trip ', ' Couple ', ' Deluxe King Room with Club Lounge Access and Balcony ', ' Stayed 3 nights ']",171 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/13/2017,9.2,Apex Temple Court Hotel, United Kingdom , Bose sound system was not blue tooth and still on iPhone 4 adapter Advertised sky movies but was pin protected but I m sure we could have contacted reception to gain the code ,35,2619, Alex Hotel couldn t find our booking at first but it worked out that they had upgraded us to a Junior suite which was amazing Free rubber duck was a nice touch and did make us laugh ,39,1,9.2,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",171 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/13/2017,9.2,Apex Temple Court Hotel, United Kingdom , It took a little longer than expected for for the room service to be cleared from outside our room But that is being ultra fussy as it wasnt left inside the room ,34,2619, Hotel was clean smart looking and great location as well as very professional The room was spacious and the bathroom with both separate shower and bath was a brilliant bonus Our room was located right outside the lifts and we didnt hear anything Also had to love the Apex duck Would definately recommend staying in an Apex hotel ,60,5,9.2,"[' Leisure trip ', ' Group ', ' City Twin Room ', ' Stayed 2 nights ']",171 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/7/2017,9.2,Apex Temple Court Hotel, Germany , its just really really cheap furnished no seating possibility except ONE office chair in the room nothing comfortable it is MINIMalistic furnished which would be ok in a way but you just don t feel home there Glad I just booked it for one night to try a new place since I am frequently traveling to London and was searching for a place closer to our office in Fleetstreet,70,2619, location would have been great,6,55,5.8,"[' Business trip ', ' Solo traveler ', ' City King Room ', ' Stayed 1 night ']",177 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/6/2017,9.2,Apex Temple Court Hotel, United Kingdom , The breakfast system is very over complicated and needs to be looked at It would save your staff a lot of time not having to try to explain how it works Our party of six chose things from the menu as advised but no one told us that if you didn t have the Continental breakfast you would be charged for coffee or tea even though the other breakfast was more expensive anyway It caused a bad atmosphere over breakfast which could have been avoided Make the menu easier and you will be saved the hassle of complaints from customers The food at breakfast was good and it s a shame to spoil the good ratings just for this ,121,2619, Room was a nice size and very quiet Quite a long walk from reception along winding corridors but worth the walk when you got there We were in room 149 which was the very end room on a corridor and we never heard a thing ,47,3,9.6,"[' Leisure trip ', ' Group ', ' City King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",178 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,2/3/2017,9.2,Apex Temple Court Hotel, United Kingdom ,No Negative,0,2619, The hotel is in a quiet location right in the heart of London so it is within easy walking distance of most of the places we wished to visit We didn t experience the usual problem of banging doors and loud voices that seems to be the norm these days in big hotels maybe because we were right at the end of a corridor maybe because the walls and floors are well soundproofed so we managed to have a good undisturbed night s sleep There was very little traffic noise either It was lovely to be able to go to the local theatres and walk back to the hotel afterwards The Novello is a about 10 minutes walk away I loved the idea of the little duck it made it feel more personal and now sits in my bathroom at home The room we had was a good size the bed was extremely comfortable and the room was spotlessly clean A bath robe and slippers were provided as well as the usual toiletries ,175,1,9.6,"[' Leisure trip ', ' Couple ', ' City Twin Room ', ' Stayed 3 nights ']",181 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/29/2017,9.2,Apex Temple Court Hotel, Switzerland , Service at the bar we had to wait quite long to get served even tough there were only a few other guests at the bar Variety of the buffet was a little poor for a continental breakfast ,39,2619, Location of the hotel,5,4,7.1,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",186 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/23/2017,9.2,Apex Temple Court Hotel, United Kingdom ,No Negative,0,2619, Really lovely and luxurious hotel Special thanks to Gosia on Reception who went above and beyond to make our stay as enjoyable and special as possible so thank you Gosia ,32,1,9.2,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",192 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/22/2017,9.2,Apex Temple Court Hotel, Switzerland , A couple of times the staff missed to replace the shampoo bottles but we are all humans ,19,2619, The room was really completely sound proof We appreciated the bathroom with both tube and big shower cabin together with the super cozy bath ropes And if you like to listen to music properly don t forget to bring a little audio cable jack to jack The superior rooms are equipped with a Bose sound system but it doesn t have a bluethooth connection and you will need this cable ,72,18,9.2,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 4 nights ']",193 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/22/2017,9.2,Apex Temple Court Hotel, United Kingdom , Room on small side for a King very expensive for the Wednesday Thursday nights First night pillows like rocks requested change and got one soft and one slab Third night managed to find 2 soft pillows Bed comfortable Not enough hangers in cupboards for 2 people staying more than 1 night Room temperature control did not go lower than 19C and seemed to revert to 25C once room key taken out Bar prices on the high side ,79,2619, Excellent location good standard of hotel Professional service,9,1,7.1,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 3 nights ']",193 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/18/2017,9.2,Apex Temple Court Hotel, United Kingdom , Lowered check in desk for shorter or disabled Jellybeans and Pringles missing Only one duck 2people Automatic doors for people with mobility issues and wheelchair users Didn t get the room I booked ,35,2619,No Positive,0,3,6.3,"[' Family with young children ', ' City Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",197 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/17/2017,9.2,Apex Temple Court Hotel, Australia , The ends of the bath were very vertical it looked pretty but not the most comfortable for a relaxing soak after a long day but I am aware I m fussy with my baths ,36,2619, Location was reason for booking and was spot on Staff were all very pleasant Time was spent out and about as we were visiting friends and family so didn t use facilities or eat breakfast Room was clean and tidy with great black out curtains Check out swift and easy ,52,3,9.2,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ']",198 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/16/2017,9.2,Apex Temple Court Hotel, Ireland ,No Negative,0,2619, Location of the hotel is fantastic The hotel itself has a lovely atmosphere and the staff are very helpful The room was massive particularly considering its location in London The breakfast had a great selection and was perfect to prepare for a long day walking around London ,49,15,10,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ']",199 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/16/2017,9.2,Apex Temple Court Hotel, United Kingdom , A bit mean with tea coffee milk in room ,11,2619, Great hotel in good location fairly near theatres St Paul s Tate Modern The City River Thames The Shard half hour walk to Trafalgar Square a bit more to Soho Oxford St Nice to walk along the river to Westminster or get a boat 10 15min taxi from St Pancras Fairly quiet district for London but not much happening in the immediate location ,65,18,8.8,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ']",199 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/10/2017,9.2,Apex Temple Court Hotel, United Kingdom , Tray charge too expensive putting us off ordering food smart tv did not seem to work well but none of these issues detracted from a comfortable and enjoyable stay ,31,2619, Given special permission to use hotel parking alongside blue badge holding parents many thanks for this convenience ,19,1,10,"[' Leisure trip ', ' Family with young children ', ' City King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",205 day,51.5137335,-0.1087512
1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom,639,1/9/2017,9.2,Apex Temple Court Hotel, France , We got a room 542 with a very disappointing view we were looking right into the balconies of other rooms the room itself did not have a balcony Especially in summer you won t have much privacy Location Temple is very central but still I would chose another central location the next time I m in London as in the weekends Temple seems a bit deserted ,68,2619, Room was very spacious and clean with all the facilities that you need Bed was very comfortable as well The surroundings is very quiet as the hotel has a innercourt and is not directly situated on a busy road,40,19,8.3,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 2 nights ']",206 day,51.5137335,-0.1087512
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,8/2/2017,7.7,The Park Grand London Paddington, Cyprus , The first night we were given an extremely small room with the bathroom door broken Next morning when we made a complaint they gave us a perfect room ,30,4380, The size of the room,6,6,8.3,"[' Family with young children ', ' Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,8/2/2017,7.7,The Park Grand London Paddington, Oman , They stolen 800 from my money from the safe box at my room I couldn t report to police because shortage of time to reach my flight back They can watch the cameras and identify easily the staff who entered my room and return back my money ,49,4380, Nothing special,3,3,5.8,"[' Business trip ', ' Solo traveler ', ' Compact Double Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']",1 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,8/2/2017,7.7,The Park Grand London Paddington, United Kingdom , The room was appalling I had originally requested a room with a balcony as a special request and I understand that may not always be possible In saying that they gave me a room in the basement Supposedly it was a bonus gift from them as it was a bigger room to what I had originally booked Which made me think how small could my room have been if this so called bigger room was this small There was a window with three magnificent view of the buildings pipe work There was a constant noise out the window from a machine of some sort There was not much room to hang clothes or put things away There was a tiny built in wardrobe which could barely fit a handful of tops but the room was for 2 I will not be staying here again ,146,4380, The front desk and entrance was very nice and the staff were helpful ,15,1,5.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,8/1/2017,7.7,The Park Grand London Paddington, Saudi Arabia , The change of hotel story it repeated with every gusts so I have reviewed some of gust comments before and I faced the same If you booked a room for three adult which is queen bed and sofa beds you will stay in the basement which I will not recommend So the only room fit 3 adult is in the basement otherwise they move you up in room with extra bed for non adult The room pic dose not match the reality ,84,4380, they transfer me to The Park Grand London Kensington due to maintance work at The Park Grand London Paddington they offer me a free ride to Kensington a soft drink while im i watting the taxi and includ the breakfast in my stay which that im not applied for it Park Grand London Kensington newer and bigger than Park Grand London Paddington Underground station 3 mins walk People at reception and generally everyone I interacted with was super friendly and helpful which makes a difference the handy phone that comes with the room The bathroom is clean with all required supplies There is a microwave and small separate room for cloths and iron ,115,16,8.3,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 7 nights ']",2 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,8/1/2017,7.7,The Park Grand London Paddington, Greece ,No Negative,0,4380, This is my second time staying at this Hotel The first time I was on business This time it was for mini holiday The bed is very comfortable The room and bathroom very clean and spacious The location is very convenient Very good selection at breakfast ,48,11,10,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 1 night ']",2 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/20/2017,7.7,The Park Grand London Paddington, Australia , Our room seemed hidden away in the bowels of the hotel It did have a large frosted window but when examined it clearly looked out on to a manky neglected ourdoor light shaft ,35,4380, Very handy location to Paddington Station and Heathrow Express and in the pretty Paddington area This hotel is clean and comfortable if a little dated The staff are wonderful thank you And the English breakfast was excellent Not a fancy and extensive breakfast buffet but a tasty and well cooked meal Equally food on the room service menu was tasty and fresh Good Indian and European cuisine ,69,5,7.9,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",14 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/16/2017,7.7,The Park Grand London Paddington, United Kingdom , Noisy air con ,5,4380, The room was small but we knew that before arrival I just didn t think that paying an extra 40 for a room that I wasn t going to spend much time in warranted it The wardrobe didn t mark sense as it was so thin you couldn t actually hang anything in it The hairdryer was in the wardrobe and the mirror on the back of the door that didn t open wide enough to look in to blow dry your hair Parking was a nightmare as you have to park 10 minutes away and trudge back with your luggage This wasn t mentioned before booking I wish the hotel would have had a link to booking which is under Waitrose and was 40 for two night The price wasn t that bad it was just the nightmare of walking back and forth with luggage The location was good close to Paddington and Lancaster Gate we walked to oxford street as it was so close and the weather was fab ,173,7,6.7,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",18 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/16/2017,7.7,The Park Grand London Paddington, United States of America , Our first room had water leaking from the ceiling room above dripping down into our room We had to change rooms and the staff refused to give a monetary refund discount for the inconvenience I asked to speak with the manager about my disatisfaction and for 7 days was put off Additionally the ac was very loud did not work well and I was always hot The junior suite was too small for 3 people The sheets were not changed for 7 days Choose a different hotel ,89,4380, The free breakfast every morning that came with the stay The staff in the restaurant were wonderful ,19,1,5.4,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",18 days,51.5142184,-0.1809032
1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom,1058,7/14/2017,7.7,The Park Grand London Paddington, Belarus , Our rooms were in underground floor it s nothing specifically bad but was not mentioned during booking Unstable wi fi signal in the room but still working The worst part is tiny bathroom It combines toilet and shower on a very small patch and if you are not alone after one person takes a shower everything around like floor toilet is absolutely wet ,65,4380, Hyde Park and public transport are in close proximity we used Bayswater station everyday Staff is really helpful supported us in printing boarding passes The pub across the street is great The room is small but probably good for value because of price and location ,47,8,7.9,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 4 nights ']",20 days,51.5142184,-0.1809032
